"cbsa","geotype","groups","yr","poor20shsig","poor20sh","poor40shsig","poor40sh"
35840,"City","White","2000",NA,0,NA,0
35840,"City","White","2005_09",NA,0,NA,0
35840,"City","White","2010_14",NA,0,NA,0
35840,"Metro","All","2000",NA,0.31559,NA,0
35840,"Metro","All","2005_09",NA,0.2306,NA,0.02732
35840,"Metro","All","2010_14",NA,0.39741,NA,0.11951
35840,"Metro","Black","2000",NA,0.71234,NA,0
35840,"Metro","Black","2005_09",NA,0.55339,NA,0.08149
35840,"Metro","Black","2010_14",NA,0.67057,NA,0.1964
35840,"Metro","Hispanic","2000",NA,0.60878,NA,0
35840,"Metro","Hispanic","2005_09",NA,0.4212,NA,0.03947
35840,"Metro","Hispanic","2010_14",NA,0.67241,NA,0.26414
35840,"Metro","White","2000",NA,0.11568,NA,0
35840,"Metro","White","2005_09",NA,0.07972,NA,0.01106
35840,"Metro","White","2010_14",NA,0.20102,NA,0.03266
35840,"Suburb","All","2000",NA,0.32809,NA,0
35840,"Suburb","All","2005_09",NA,0.24573,NA,0.02911
35840,"Suburb","All","2010_14",NA,0.42911,NA,0.12904
35840,"Suburb","Black","2000",NA,0.71875,NA,0
35840,"Suburb","Black","2005_09",NA,0.58628,NA,0.08634
35840,"Suburb","Black","2010_14",NA,0.75802,NA,0.22202
35840,"Suburb","Hispanic","2000",NA,0.61248,NA,0
35840,"Suburb","Hispanic","2005_09",NA,0.4401,NA,0.04125
35840,"Suburb","Hispanic","2010_14",NA,0.6878,NA,0.27018
35840,"Suburb","White","2000",NA,0.12273,NA,0
35840,"Suburb","White","2005_09",NA,0.08623,NA,0.01196
35840,"Suburb","White","2010_14",NA,0.21975,NA,0.0357
36260,"City","All","2000",NA,0.49096,NA,0.12684
36260,"City","All","2005_09",NA,0.53142,NA,0.25611
36260,"City","All","2010_14",NA,0.75943,NA,0.1443
36260,"City","Black","2000",NA,0.63324,NA,0.32092
36260,"City","Black","2005_09",NA,0.87241,NA,0.15456
36260,"City","Black","2010_14",NA,0.70019,NA,0.30561
36260,"City","Hispanic","2000",NA,0.66499,NA,0.17357
36260,"City","Hispanic","2005_09",NA,0.66748,NA,0.30198
36260,"City","Hispanic","2010_14",NA,0.85805,NA,0.15734
36260,"City","White","2000",NA,0.36454,NA,0.08811
36260,"City","White","2005_09",NA,0.37073,NA,0.20833
36260,"City","White","2010_14",NA,0.67777,NA,0.12007
36260,"Metro","All","2000",NA,0.19306,NA,0.04627
36260,"Metro","All","2005_09",NA,0.19837,NA,0.0956
36260,"Metro","All","2010_14",NA,0.30757,NA,0.05467
36260,"Metro","Black","2000",NA,0.39363,NA,0.1876
36260,"Metro","Black","2005_09",NA,0.62021,NA,0.10988
36260,"Metro","Black","2010_14",NA,0.38136,NA,0.15617
36260,"Metro","Hispanic","2000",NA,0.42318,NA,0.10018
36260,"Metro","Hispanic","2005_09",NA,0.36149,NA,0.16355
36260,"Metro","Hispanic","2010_14",NA,0.49258,NA,0.09465
36260,"Metro","White","2000",NA,0.10901,NA,0.0252
36260,"Metro","White","2005_09",NA,0.10667,NA,0.05995
36260,"Metro","White","2010_14",NA,0.21889,NA,0.03287
36260,"Suburb","All","2000",NA,0.02198,NA,0
36260,"Suburb","All","2005_09",NA,0,NA,0
36260,"Suburb","All","2010_14",NA,0.10424,NA,0.01434
36260,"Suburb","Black","2000",NA,0.05645,NA,0
36260,"Suburb","Black","2005_09",NA,0,NA,0
36260,"Suburb","Black","2010_14",NA,0.12461,NA,0.03583
36260,"Suburb","Hispanic","2000",NA,0.09304,NA,0
36260,"Suburb","Hispanic","2005_09",NA,0,NA,0
36260,"Suburb","Hispanic","2010_14",NA,0.16913,NA,0.03917
36260,"Suburb","White","2000",NA,0.00662,NA,0
36260,"Suburb","White","2005_09",NA,0,NA,0
36260,"Suburb","White","2010_14",NA,0.0775,NA,0.00601
36420,"City","All","2000",NA,0.63827,NA,0.11514
36420,"City","All","2005_09",NA,0.72813,NA,0.12453
36420,"City","All","2010_14",NA,0.69976,NA,0.22715
36420,"City","Black","2000",NA,0.74652,NA,0.10027
36420,"City","Black","2005_09",NA,0.82214,NA,0.24869
36420,"City","Black","2010_14",NA,0.75056,NA,0.25726
36420,"City","Hispanic","2000",NA,0.83343,NA,0.20779
36420,"City","Hispanic","2005_09",NA,0.86876,NA,0.10365
36420,"City","Hispanic","2010_14",NA,0.86487,NA,0.27176
36420,"City","White","2000",NA,0.49578,NA,0.08797
36420,"City","White","2005_09",NA,0.58661,NA,0.06466
36420,"City","White","2010_14",NA,0.52798,NA,0.16001
36420,"Metro","All","2000",NA,0.46415,NA,0.07997
36420,"Metro","All","2005_09",NA,0.53124,NA,0.06857
36420,"Metro","All","2010_14",NA,0.56312,NA,0.12623
36420,"Metro","Black","2000",NA,0.64088,NA,0.08036
36420,"Metro","Black","2005_09",NA,0.7269,NA,0.17048
36420,"Metro","Black","2010_14",NA,0.70536,NA,0.17454
36420,"Metro","Hispanic","2000",NA,0.71129,NA,0.17554
36420,"Metro","Hispanic","2005_09",NA,0.75683,NA,0.08349
36420,"Metro","Hispanic","2010_14",NA,0.74572,NA,0.21346
36420,"Metro","White","2000",NA,0.33348,NA,0.05568
36420,"Metro","White","2005_09",NA,0.38957,NA,0.02662
36420,"Metro","White","2010_14",NA,0.42595,NA,0.06771
36420,"Suburb","All","2000",NA,0.24628,NA,0.03597
36420,"Suburb","All","2005_09",NA,0.28999,NA,0
36420,"Suburb","All","2010_14",NA,0.40546,NA,0.00979
36420,"Suburb","Black","2000",NA,0.38078,NA,0.03134
36420,"Suburb","Black","2005_09",NA,0.51928,NA,0
36420,"Suburb","Black","2010_14",NA,0.61189,NA,0.0035
36420,"Suburb","Hispanic","2000",NA,0.21753,NA,0.04519
36420,"Suburb","Hispanic","2005_09",NA,0.29326,NA,0
36420,"Suburb","Hispanic","2010_14",NA,0.34251,NA,0.01615
36420,"Suburb","White","2000",NA,0.20809,NA,0.03072
36420,"Suburb","White","2005_09",NA,0.25165,NA,0
36420,"Suburb","White","2010_14",NA,0.36299,NA,0.01077
36540,"City","All","2000",NA,0.46631,NA,0.05119
36540,"City","All","2005_09",NA,0.58822,NA,0.12436
36540,"City","All","2010_14",NA,0.65662,NA,0.15901
36540,"City","Black","2000",NA,0.76017,NA,0.12922
36540,"City","Black","2005_09",NA,0.76415,NA,0.28746
36540,"City","Black","2010_14",NA,0.80559,NA,0.26315
36540,"City","Hispanic","2000",NA,0.41607,NA,0.00643
36540,"City","Hispanic","2005_09",NA,0.69742,NA,0.03953
36540,"City","Hispanic","2010_14",NA,0.81271,NA,0.19179
36540,"City","White","2000",NA,0.25617,NA,0.01053
36540,"City","White","2005_09",NA,0.44061,NA,0.03845
36540,"City","White","2010_14",NA,0.45455,NA,0.07518
36540,"Metro","All","2000",NA,0.32456,NA,0.0345
36540,"Metro","All","2005_09",NA,0.44109,NA,0.09144
36540,"Metro","All","2010_14",NA,0.4782,NA,0.1069
36540,"Metro","Black","2000",NA,0.72537,NA,0.12176
36540,"Metro","Black","2005_09",NA,0.72303,NA,0.26802
36540,"Metro","Black","2010_14",NA,0.70626,NA,0.23235
36540,"Metro","Hispanic","2000",NA,0.35795,NA,0.00543
36540,"Metro","Hispanic","2005_09",NA,0.57191,NA,0.03128
36540,"Metro","Hispanic","2010_14",NA,0.71039,NA,0.16571
36540,"Metro","White","2000",NA,0.14398,NA,0.00542
36540,"Metro","White","2005_09",NA,0.30413,NA,0.03337
36540,"Metro","White","2010_14",NA,0.29389,NA,0.04003
36540,"Suburb","All","2000",NA,0.03149,NA,0
36540,"Suburb","All","2005_09",NA,0.13769,NA,0.02355
36540,"Suburb","All","2010_14",NA,0.15895,NA,0.01368
36540,"Suburb","Black","2000",NA,0.15748,NA,0
36540,"Suburb","Black","2005_09",NA,0.1562,NA,0
36540,"Suburb","Black","2010_14",NA,0.06811,NA,0.03441
36540,"Suburb","Hispanic","2000",NA,0.04348,NA,0
36540,"Suburb","Hispanic","2005_09",NA,0.11899,NA,0.00153
36540,"Suburb","Hispanic","2010_14",NA,0.22469,NA,0.04187
36540,"Suburb","White","2000",NA,0.02481,NA,0
36540,"Suburb","White","2005_09",NA,0.14639,NA,0.02751
36540,"Suburb","White","2010_14",NA,0.14762,NA,0.00803
36740,"City","All","2000",NA,0.42823,NA,0.14873
36740,"City","All","2005_09",NA,0.56603,NA,0.17782
36740,"City","All","2010_14",NA,0.55794,NA,0.08704
36740,"City","Black","2000",NA,0.65405,NA,0.29483
36740,"City","Black","2005_09",NA,0.75816,NA,0.25285
36740,"City","Black","2010_14",NA,0.75269,NA,0.14581
36740,"City","Hispanic","2000",NA,0.28926,NA,0.02356
36740,"City","Hispanic","2005_09",NA,0.42222,NA,0.05028
36740,"City","Hispanic","2010_14",NA,0.558,NA,0.07054
36740,"City","White","2000",NA,0.15071,NA,0.00511
36740,"City","White","2005_09",NA,0.33052,NA,0.14877
36740,"City","White","2010_14",NA,0.28828,NA,0.02372
36740,"Metro","All","2000",NA,0.24182,NA,0.02727
36740,"Metro","All","2005_09",NA,0.28747,NA,0.03328
36740,"Metro","All","2010_14",NA,0.47979,NA,0.02827
36740,"Metro","Black","2000",NA,0.48462,NA,0.08751
36740,"Metro","Black","2005_09",NA,0.47373,NA,0.09673
36740,"Metro","Black","2010_14",NA,0.6481,NA,0.06261
36740,"Metro","Hispanic","2000",NA,0.18242,NA,0.00405
36740,"Metro","Hispanic","2005_09",NA,0.23913,NA,0.00648
36740,"Metro","Hispanic","2010_14",NA,0.5377,NA,0.02134
36740,"Metro","White","2000",NA,0.11246,NA,0.00059
36740,"Metro","White","2005_09",NA,0.2174,NA,0.01624
36740,"Metro","White","2010_14",NA,0.3095,NA,0.01263
36740,"Suburb","All","2000",NA,0.19997,NA,0
36740,"Suburb","All","2005_09",NA,0.24304,NA,0.01022
36740,"Suburb","All","2010_14",NA,0.46763,NA,0.01912
36740,"Suburb","Black","2000",NA,0.41311,NA,0
36740,"Suburb","Black","2005_09",NA,0.36664,NA,0.03794
36740,"Suburb","Black","2010_14",NA,0.62072,NA,0.04082
36740,"Suburb","Hispanic","2000",NA,0.16022,NA,0
36740,"Suburb","Hispanic","2005_09",NA,0.2186,NA,0.00156
36740,"Suburb","Hispanic","2010_14",NA,0.53485,NA,0.01444
36740,"Suburb","White","2000",NA,0.10751,NA,0
36740,"Suburb","White","2005_09",NA,0.20703,NA,0.00409
36740,"Suburb","White","2010_14",NA,0.31171,NA,0.01148
37100,"City","All","2000",NA,0.35708,NA,0
37100,"City","All","2005_09",NA,0.34013,NA,0.03257
37100,"City","All","2010_14",NA,0.35513,NA,0
37100,"City","Black","2000",NA,0.47668,NA,0
37100,"City","Black","2005_09",NA,0.17541,NA,0.04766
37100,"City","Black","2010_14",NA,0.34051,NA,0
37100,"City","Hispanic","2000",NA,0.42591,NA,0
37100,"City","Hispanic","2005_09",NA,0.40211,NA,0.04377
37100,"City","Hispanic","2010_14",NA,0.42668,NA,0
37100,"City","White","2000",NA,0.16239,NA,0
37100,"City","White","2005_09",NA,0.19056,NA,0
37100,"City","White","2010_14",NA,0.13488,NA,0
37100,"Metro","All","2000",NA,0.23477,NA,0
37100,"Metro","All","2005_09",NA,0.2657,NA,0.02001
37100,"Metro","All","2010_14",NA,0.33939,NA,0
37100,"Metro","Black","2000",NA,0.28388,NA,0
37100,"Metro","Black","2005_09",NA,0.1646,NA,0.04472
37100,"Metro","Black","2010_14",NA,0.28747,NA,0
37100,"Metro","Hispanic","2000",NA,0.31771,NA,0
37100,"Metro","Hispanic","2005_09",NA,0.34285,NA,0.02906
37100,"Metro","Hispanic","2010_14",NA,0.4478,NA,0
37100,"Metro","White","2000",NA,0.08164,NA,0
37100,"Metro","White","2005_09",NA,0.11745,NA,0
37100,"Metro","White","2010_14",NA,0.10372,NA,0
37100,"Suburb","All","2000",NA,0.09534,NA,0
37100,"Suburb","All","2005_09",NA,0.14709,NA,0
37100,"Suburb","All","2010_14",NA,0.32319,NA,0
37100,"Suburb","Black","2000",NA,0,NA,0
37100,"Suburb","Black","2005_09",NA,0,NA,0
37100,"Suburb","Black","2010_14",NA,0.14777,NA,0
37100,"Suburb","Hispanic","2000",NA,0.15553,NA,0
37100,"Suburb","Hispanic","2005_09",NA,0.22572,NA,0
37100,"Suburb","Hispanic","2010_14",NA,0.47376,NA,0
37100,"Suburb","White","2000",NA,0.03107,NA,0
37100,"Suburb","White","2005_09",NA,0.04374,NA,0
37100,"Suburb","White","2010_14",NA,0.08386,NA,0
37340,"City","All","2000",NA,0.27615,NA,0
37340,"City","All","2005_09",NA,0,NA,0
37340,"City","All","2010_14",NA,0.34819,NA,0
37340,"City","Black","2000",NA,0.23489,NA,0
37340,"City","Black","2005_09",NA,0,NA,0
37340,"City","Black","2010_14",NA,0.22917,NA,0
37340,"City","Hispanic","2000",NA,0.25567,NA,0
37340,"City","Hispanic","2005_09",NA,0,NA,0
37340,"City","Hispanic","2010_14",NA,0.40075,NA,0
37340,"City","White","2000",NA,0.27463,NA,0
37340,"City","White","2005_09",NA,0,NA,0
37340,"City","White","2010_14",NA,0.38365,NA,0
37340,"Metro","All","2000",NA,0.26534,NA,0.0363
37340,"Metro","All","2005_09",NA,0.18576,NA,0.11337
37340,"Metro","All","2010_14",NA,0.41424,NA,0.07218
37340,"Metro","Black","2000",NA,0.54973,NA,0.125
37340,"Metro","Black","2005_09",NA,0.43989,NA,0.32313
37340,"Metro","Black","2010_14",NA,0.59141,NA,0.20321
37340,"Metro","Hispanic","2000",NA,0.24966,NA,0.01673
37340,"Metro","Hispanic","2005_09",NA,0.20107,NA,0.12366
37340,"Metro","Hispanic","2010_14",NA,0.46482,NA,0.07685
37340,"Metro","White","2000",NA,0.16252,NA,0.00672
37340,"Metro","White","2005_09",NA,0.107,NA,0.04797
37340,"Metro","White","2010_14",NA,0.35588,NA,0.02815
37340,"Suburb","All","2000",NA,0.26297,NA,0.04424
37340,"Suburb","All","2005_09",NA,0.23543,NA,0.14368
37340,"Suburb","All","2010_14",NA,0.43474,NA,0.09458
37340,"Suburb","Black","2000",NA,0.60548,NA,0.14713
37340,"Suburb","Black","2005_09",NA,0.59468,NA,0.43684
37340,"Suburb","Black","2010_14",NA,0.74477,NA,0.28923
37340,"Suburb","Hispanic","2000",NA,0.24668,NA,0.02503
37340,"Suburb","Hispanic","2005_09",NA,0.2736,NA,0.16827
37340,"Suburb","Hispanic","2010_14",NA,0.50044,NA,0.11958
37340,"Suburb","White","2000",NA,0.13933,NA,0.00811
37340,"Suburb","White","2005_09",NA,0.13172,NA,0.05905
37340,"Suburb","White","2010_14",NA,0.34902,NA,0.03512
37980,"City","All","2000",NA,0.74899,NA,0.26582
37980,"City","All","2005_09",NA,0.76626,NA,0.30919
37980,"City","All","2010_14",NA,0.81321,NA,0.33152
37980,"City","Black","2000",NA,0.87052,NA,0.2664
37980,"City","Black","2005_09",NA,0.87152,NA,0.33324
37980,"City","Black","2010_14",NA,0.88841,NA,0.35567
37980,"City","Hispanic","2000",NA,0.8755,NA,0.60826
37980,"City","Hispanic","2005_09",NA,0.88576,NA,0.53253
37980,"City","Hispanic","2010_14",NA,0.91357,NA,0.54775
37980,"City","White","2000",NA,0.40605,NA,0.07445
37980,"City","White","2005_09",NA,0.40933,NA,0.11727
37980,"City","White","2010_14",NA,0.54491,NA,0.12747
37980,"Metro","All","2000",NA,0.52051,NA,0.17676
37980,"Metro","All","2005_09",NA,0.53687,NA,0.21424
37980,"Metro","All","2010_14",NA,0.56403,NA,0.20889
37980,"Metro","Black","2000",NA,0.75922,NA,0.22431
37980,"Metro","Black","2005_09",NA,0.75183,NA,0.29368
37980,"Metro","Black","2010_14",NA,0.77947,NA,0.28638
37980,"Metro","Hispanic","2000",NA,0.73467,NA,0.45722
37980,"Metro","Hispanic","2005_09",NA,0.71641,NA,0.40644
37980,"Metro","Hispanic","2010_14",NA,0.73328,NA,0.38728
37980,"Metro","White","2000",NA,0.18012,NA,0.03512
37980,"Metro","White","2005_09",NA,0.20173,NA,0.05364
37980,"Metro","White","2010_14",NA,0.23312,NA,0.0501
37980,"Suburb","All","2000",NA,0.23603,NA,0.06587
37980,"Suburb","All","2005_09",NA,0.27621,NA,0.10634
37980,"Suburb","All","2010_14",NA,0.30285,NA,0.08035
37980,"Suburb","Black","2000",NA,0.49409,NA,0.12404
37980,"Suburb","Black","2005_09",NA,0.50028,NA,0.21053
37980,"Suburb","Black","2010_14",NA,0.56651,NA,0.15091
37980,"Suburb","Hispanic","2000",NA,0.50304,NA,0.2088
37980,"Suburb","Hispanic","2005_09",NA,0.46865,NA,0.22199
37980,"Suburb","Hispanic","2010_14",NA,0.50238,NA,0.18176
37980,"Suburb","White","2000",NA,0.05945,NA,0.01412
37980,"Suburb","White","2005_09",NA,0.10247,NA,0.02322
37980,"Suburb","White","2010_14",NA,0.10286,NA,0.01777
38060,"City","All","2000",NA,0.54755,NA,0.10985
38060,"City","All","2005_09",NA,0.58828,NA,0.14036
38060,"City","All","2010_14",NA,0.73492,NA,0.34331
38060,"City","Black","2000",NA,0.65201,NA,0.19031
38060,"City","Black","2005_09",NA,0.61377,NA,0.15889
38060,"City","Black","2010_14",NA,0.77529,NA,0.35975
38060,"City","Hispanic","2000",NA,0.71495,NA,0.1527
38060,"City","Hispanic","2005_09",NA,0.73156,NA,0.18844
38060,"City","Hispanic","2010_14",NA,0.87428,NA,0.45244
38060,"City","White","2000",NA,0.25158,NA,0.0271
38060,"City","White","2005_09",NA,0.30965,NA,0.04679
38060,"City","White","2010_14",NA,0.46497,NA,0.13481
38060,"Metro","All","2000",NA,0.48702,NA,0.09427
38060,"Metro","All","2005_09",NA,0.51353,NA,0.10865
38060,"Metro","All","2010_14",NA,0.62965,NA,0.26452
38060,"Metro","Black","2000",NA,0.59518,NA,0.14723
38060,"Metro","Black","2005_09",NA,0.51368,NA,0.10864
38060,"Metro","Black","2010_14",NA,0.64447,NA,0.29151
38060,"Metro","Hispanic","2000",NA,0.65288,NA,0.11679
38060,"Metro","Hispanic","2005_09",NA,0.66978,NA,0.14978
38060,"Metro","Hispanic","2010_14",NA,0.79021,NA,0.3697
38060,"Metro","White","2000",NA,0.22145,NA,0.02823
38060,"Metro","White","2005_09",NA,0.27674,NA,0.04056
38060,"Metro","White","2010_14",NA,0.39701,NA,0.0988
38060,"Suburb","All","2000",NA,0.36746,NA,0.06348
38060,"Suburb","All","2005_09",NA,0.38497,NA,0.05411
38060,"Suburb","All","2010_14",NA,0.47641,NA,0.14984
38060,"Suburb","Black","2000",NA,0.41612,NA,0.01149
38060,"Suburb","Black","2005_09",NA,0.32741,NA,0.01512
38060,"Suburb","Black","2010_14",NA,0.38449,NA,0.1559
38060,"Suburb","Hispanic","2000",NA,0.48749,NA,0.0211
38060,"Suburb","Hispanic","2005_09",NA,0.51725,NA,0.05434
38060,"Suburb","Hispanic","2010_14",NA,0.61905,NA,0.20124
38060,"Suburb","White","2000",NA,0.17751,NA,0.02987
38060,"Suburb","White","2005_09",NA,0.23872,NA,0.03337
38060,"Suburb","White","2010_14",NA,0.32913,NA,0.06282
38300,"City","All","2000",NA,0.65819,NA,0.15353
38300,"City","All","2005_09",NA,0.70463,NA,0.19271
38300,"City","All","2010_14",NA,0.69589,NA,0.20502
38300,"City","Black","2000",NA,0.86957,NA,0.26297
38300,"City","Black","2005_09",NA,0.86631,NA,0.361
38300,"City","Black","2010_14",NA,0.85944,NA,0.33049
38300,"City","Hispanic","2000",NA,0.65237,NA,0.12871
38300,"City","Hispanic","2005_09",NA,0.80156,NA,0.14453
38300,"City","Hispanic","2010_14",NA,0.5841,NA,0.17735
38300,"City","White","2000",NA,0.42977,NA,0.04156
38300,"City","White","2005_09",NA,0.55325,NA,0.03723
38300,"City","White","2010_14",NA,0.56042,NA,0.10208
38300,"Metro","All","2000",NA,0.31793,NA,0.05969
38300,"Metro","All","2005_09",NA,0.41802,NA,0.06549
38300,"Metro","All","2010_14",NA,0.42274,NA,0.08344
38300,"Metro","Black","2000",NA,0.73658,NA,0.21614
38300,"Metro","Black","2005_09",NA,0.73488,NA,0.22245
38300,"Metro","Black","2010_14",NA,0.75297,NA,0.23368
38300,"Metro","Hispanic","2000",NA,0.35912,NA,0.04968
38300,"Metro","Hispanic","2005_09",NA,0.53765,NA,0.05881
38300,"Metro","Hispanic","2010_14",NA,0.44779,NA,0.09536
38300,"Metro","White","2000",NA,0.19144,NA,0.0138
38300,"Metro","White","2005_09",NA,0.3155,NA,0.01895
38300,"Metro","White","2010_14",NA,0.31241,NA,0.03532
38300,"Suburb","All","2000",NA,0.21722,NA,0.03192
38300,"Suburb","All","2005_09",NA,0.33932,NA,0.03056
38300,"Suburb","All","2010_14",NA,0.34798,NA,0.05016
38300,"Suburb","Black","2000",NA,0.59893,NA,0.16766
38300,"Suburb","Black","2005_09",NA,0.6242,NA,0.10577
38300,"Suburb","Black","2010_14",NA,0.67259,NA,0.1606
38300,"Suburb","Hispanic","2000",NA,0.21949,NA,0.01205
38300,"Suburb","Hispanic","2005_09",NA,0.42129,NA,0.02101
38300,"Suburb","Hispanic","2010_14",NA,0.39231,NA,0.06199
38300,"Suburb","White","2000",NA,0.15278,NA,0.0093
38300,"Suburb","White","2005_09",NA,0.27698,NA,0.01598
38300,"Suburb","White","2010_14",NA,0.27412,NA,0.02502
38900,"City","All","2000",NA,0.25311,NA,0.03624
38900,"City","All","2005_09",NA,0.47865,NA,0.01336
38900,"City","All","2010_14",NA,0.57412,NA,0.06378
38900,"City","Black","2000",NA,0.39348,NA,0.02285
38900,"City","Black","2005_09",NA,0.58563,NA,0.00835
38900,"City","Black","2010_14",NA,0.64087,NA,0.09087
38900,"City","Hispanic","2000",NA,0.29883,NA,0.01741
38900,"City","Hispanic","2005_09",NA,0.63559,NA,0.00385
38900,"City","Hispanic","2010_14",NA,0.72729,NA,0.11045
38900,"City","White","2000",NA,0.22587,NA,0.04316
38900,"City","White","2005_09",NA,0.42416,NA,0.01764
38900,"City","White","2010_14",NA,0.49954,NA,0.03777
38900,"Metro","All","2000",NA,0.158,NA,0.01711
38900,"Metro","All","2005_09",NA,0.30578,NA,0.01081
38900,"Metro","All","2010_14",NA,0.42645,NA,0.04671
38900,"Metro","Black","2000",NA,0.34471,NA,0.01921
38900,"Metro","Black","2005_09",NA,0.46985,NA,0.00624
38900,"Metro","Black","2010_14",NA,0.59281,NA,0.08745
38900,"Metro","Hispanic","2000",NA,0.20331,NA,0.00592
38900,"Metro","Hispanic","2005_09",NA,0.41454,NA,0.01097
38900,"Metro","Hispanic","2010_14",NA,0.56485,NA,0.08312
38900,"Metro","White","2000",NA,0.12982,NA,0.01981
38900,"Metro","White","2005_09",NA,0.25258,NA,0.01225
38900,"Metro","White","2010_14",NA,0.34675,NA,0.02696
38900,"Suburb","All","2000",NA,0.07289,NA,0
38900,"Suburb","All","2005_09",NA,0.17287,NA,0.00885
38900,"Suburb","All","2010_14",NA,0.31773,NA,0.03414
38900,"Suburb","Black","2000",NA,0.0868,NA,0
38900,"Suburb","Black","2005_09",NA,0.12749,NA,0
38900,"Suburb","Black","2010_14",NA,0.44674,NA,0.07705
38900,"Suburb","Hispanic","2000",NA,0.15416,NA,0
38900,"Suburb","Hispanic","2005_09",NA,0.30965,NA,0.01435
38900,"Suburb","Hispanic","2010_14",NA,0.48745,NA,0.0701
38900,"Suburb","White","2000",NA,0.04836,NA,0
38900,"Suburb","White","2005_09",NA,0.12583,NA,0.00827
38900,"Suburb","White","2010_14",NA,0.24146,NA,0.0195
39300,"City","All","2000",NA,0.90053,NA,0.29043
39300,"City","All","2005_09",NA,0.87328,NA,0.19175
39300,"City","All","2010_14",NA,0.93939,NA,0.31785
39300,"City","Black","2000",NA,0.93545,NA,0.38392
39300,"City","Black","2005_09",NA,0.90465,NA,0.29936
39300,"City","Black","2010_14",NA,0.97084,NA,0.4127
39300,"City","Hispanic","2000",NA,0.92981,NA,0.33245
39300,"City","Hispanic","2005_09",NA,0.93282,NA,0.19884
39300,"City","Hispanic","2010_14",NA,0.96938,NA,0.33083
39300,"City","White","2000",NA,0.85148,NA,0.1639
39300,"City","White","2005_09",NA,0.69938,NA,0.11134
39300,"City","White","2010_14",NA,0.84251,NA,0.20607
39300,"Metro","All","2000",NA,0.49383,NA,0.08774
39300,"Metro","All","2005_09",NA,0.49283,NA,0.08526
39300,"Metro","All","2010_14",NA,0.5391,NA,0.13142
39300,"Metro","Black","2000",NA,0.76171,NA,0.20046
39300,"Metro","Black","2005_09",NA,0.66804,NA,0.14323
39300,"Metro","Black","2010_14",NA,0.75819,NA,0.22476
39300,"Metro","Hispanic","2000",NA,0.82522,NA,0.19601
39300,"Metro","Hispanic","2005_09",NA,0.77318,NA,0.16914
39300,"Metro","Hispanic","2010_14",NA,0.82845,NA,0.22746
39300,"Metro","White","2000",NA,0.31309,NA,0.02718
39300,"Metro","White","2005_09",NA,0.33378,NA,0.03686
39300,"Metro","White","2010_14",NA,0.3592,NA,0.06473
39300,"Suburb","All","2000",NA,0.34518,NA,0.01366
39300,"Suburb","All","2005_09",NA,0.38027,NA,0.05375
39300,"Suburb","All","2010_14",NA,0.42387,NA,0.07776
39300,"Suburb","Black","2000",NA,0.59514,NA,0.02457
39300,"Suburb","Black","2005_09",NA,0.54147,NA,0.05971
39300,"Suburb","Black","2010_14",NA,0.61783,NA,0.10072
39300,"Suburb","Hispanic","2000",NA,0.70131,NA,0.03437
39300,"Suburb","Hispanic","2005_09",NA,0.62288,NA,0.14118
39300,"Suburb","Hispanic","2010_14",NA,0.7135,NA,0.14316
39300,"Suburb","White","2000",NA,0.24078,NA,0.00882
39300,"Suburb","White","2005_09",NA,0.29676,NA,0.02931
39300,"Suburb","White","2010_14",NA,0.31652,NA,0.05225
39340,"City","All","2000",NA,0.77761,NA,0.16738
39340,"City","All","2005_09",NA,0.68507,NA,0.26466
39340,"City","All","2010_14",NA,0.68745,NA,0.33932
39340,"City","Black","2000",NA,0.82609,NA,0.18841
39340,"City","Black","2005_09",NA,0.60784,NA,0
39340,"City","Black","2010_14",NA,0.48163,NA,0
39340,"City","Hispanic","2000",NA,0.74629,NA,0.05724
39340,"City","Hispanic","2005_09",NA,0.70136,NA,0.14342
39340,"City","Hispanic","2010_14",NA,0.68751,NA,0.32705
39340,"City","White","2000",NA,0.78526,NA,0.18169
39340,"City","White","2005_09",NA,0.69051,NA,0.2845
39340,"City","White","2010_14",NA,0.69801,NA,0.34426
39340,"Metro","All","2000",NA,0.31564,NA,0.06465
39340,"Metro","All","2005_09",NA,0.31032,NA,0.09019
39340,"Metro","All","2010_14",NA,0.39352,NA,0.10271
39340,"Metro","Black","2000",NA,0.456,NA,0.104
39340,"Metro","Black","2005_09",NA,0.24153,NA,0
39340,"Metro","Black","2010_14",NA,0.42556,NA,0
39340,"Metro","Hispanic","2000",NA,0.33693,NA,0.02338
39340,"Metro","Hispanic","2005_09",NA,0.3699,NA,0.05192
39340,"Metro","Hispanic","2010_14",NA,0.48193,NA,0.11347
39340,"Metro","White","2000",NA,0.31076,NA,0.06912
39340,"Metro","White","2005_09",NA,0.2958,NA,0.09255
39340,"Metro","White","2010_14",NA,0.36007,NA,0.09779
39340,"Suburb","All","2000",NA,0.02488,NA,0
39340,"Suburb","All","2005_09",NA,0.13163,NA,0.007
39340,"Suburb","All","2010_14",NA,0.26592,NA,0
39340,"Suburb","Black","2000",NA,0,NA,0
39340,"Suburb","Black","2005_09",NA,0.19388,NA,0
39340,"Suburb","Black","2010_14",NA,0.39883,NA,0
39340,"Suburb","Hispanic","2000",NA,0.05433,NA,0
39340,"Suburb","Hispanic","2005_09",NA,0.18184,NA,0
39340,"Suburb","Hispanic","2010_14",NA,0.3727,NA,0
