"cbsa","geotype","groups","sh20_00to0509","sh20_00to0509s","sh20_0509to1014","sh20_0509to1014s","sh20_00to1014","sh20_00to1014s","sh40_00to0509","sh40_00to0509s","sh40_0509to1014","sh40_0509to1014s","sh40_00to1014","sh40_00to1014s"
25420,"Metro","Hispanic",0.00828,"0",-0.00658,"0",0.0017,"0",0.06909,"0",-0.01058,"0",0.0585,"0"
25420,"Metro","White",-0.00605,"0",0.07915,"1",0.0731,"1",0.01519,"1",0.01128,"0",0.02647,"1"
25420,"Suburb","All",-0.01702,"0",0.08785,"1",0.07082,"1",0,"#DIV/0!",0,"0",0,"0"
25420,"Suburb","Black",-0.02654,"0",0.1092,"0",0.08267,"0",0,"#DIV/0!",0,"0",0,"0"
25420,"Suburb","Hispanic",0.08955,"0",0.0584,"0",0.14794,"0",0,"#DIV/0!",0,"0",0,"0"
25420,"Suburb","White",-0.02696,"-1",0.07437,"1",0.04741,"1",0,"#DIV/0!",0,"0",0,"0"
25540,"City","All",-0.01249,"0",0.01221,"0",-0.00028,"0",0.2131,"1",-0.03803,"0",0.17507,"1"
25540,"City","Black",-0.00698,"0",0.03338,"0",0.0264,"0",0.12327,"1",0.01297,"0",0.13624,"1"
25540,"City","Hispanic",-0.01975,"0",-0.00968,"0",-0.02942,"0",0.23813,"1",-0.02588,"0",0.21225,"1"
25540,"City","White",-0.01789,"0",0.0928,"0",0.07491,"0",0.29745,"1",-0.1592,"0",0.13825,"1"
25540,"Metro","All",0.01154,"0",0.03217,"0",0.04372,"1",0.08853,"1",-0.02753,"-1",0.061,"1"
25540,"Metro","Black",0.05382,"0",-0.04204,"0",0.01178,"0",0.09366,"1",-0.04003,"0",0.05363,"1"
25540,"Metro","Hispanic",-0.03189,"0",0.00996,"0",-0.02193,"0",0.14356,"1",-0.03501,"0",0.10855,"1"
25540,"Metro","White",0.04463,"1",0.05792,"1",0.10255,"1",0.04315,"1",-0.02243,"-1",0.02072,"1"
25540,"Suburb","All",0.07147,"1",0.0694,"1",0.14086,"1",0.039,"1",-0.00355,"0",0.03545,"1"
25540,"Suburb","Black",0.23014,"1",-0.0654,"0",0.16474,"1",0.08063,"1",-0.05501,"-1",0.02563,"1"
25540,"Suburb","Hispanic",0.03822,"0",0.09978,"0",0.13801,"1",0.06912,"1",0.02482,"0",0.09394,"1"
25540,"Suburb","White",0.05608,"1",0.05341,"1",0.10949,"1",0.02441,"1",-0.01249,"-1",0.01192,"1"
26420,"City","All",0.06913,"1",0.02357,"0",0.0927,"1",0.08554,"1",0.0791,"1",0.16464,"1"
26420,"City","Black",0.04934,"1",-0.00391,"0",0.04542,"0",0.04363,"1",0.03626,"1",0.07988,"1"
26420,"City","Hispanic",0.04703,"1",0.03977,"0",0.0868,"1",0.11894,"1",0.11922,"1",0.23816,"1"
26420,"City","White",0.08206,"1",0.03287,"0",0.11493,"1",0.03767,"1",0.03266,"1",0.07033,"1"
26420,"Metro","All",0.0477,"1",0.04528,"1",0.09298,"1",0.05032,"1",0.03841,"1",0.08873,"1"
26420,"Metro","Black",0.01,"0",-0.00543,"0",0.00457,"0",0.0277,"1",0.00161,"0",0.02931,"1"
26420,"Metro","Hispanic",0.03399,"1",0.05539,"1",0.08938,"1",0.07667,"1",0.06539,"1",0.14206,"1"
26420,"Metro","White",0.07698,"1",0.04693,"1",0.1239,"1",0.01739,"1",0.01374,"1",0.03112,"1"
26420,"Suburb","All",0.05562,"1",0.1053,"1",0.16092,"1",0.01812,"1",0.01664,"1",0.03477,"1"
26420,"Suburb","Black",-0.02604,"0",0.06752,"1",0.04147,"1",0.01687,"1",-0.01195,"0",0.00492,"0"
26420,"Suburb","Hispanic",0.05295,"1",0.1199,"1",0.17285,"1",0.02568,"1",0.03074,"1",0.05642,"1"
26420,"Suburb","White",0.08169,"1",0.05477,"1",0.13646,"1",0.01004,"1",0.00711,"1",0.01716,"1"
26900,"City","All",0.20413,"1",0.06098,"1",0.26512,"1",0.08977,"1",0.17003,"1",0.2598,"1"
26900,"City","Black",0.16051,"1",0.05496,"0",0.21547,"1",0.09079,"1",0.19869,"1",0.28948,"1"
26900,"City","Hispanic",0.22002,"1",0.14777,"0",0.36779,"1",0.09129,"1",0.19603,"1",0.28732,"1"
26900,"City","White",0.24533,"1",0.01828,"0",0.26361,"1",0.09549,"1",0.13872,"1",0.23421,"1"
26900,"Metro","All",0.1438,"1",0.1005,"1",0.24429,"1",0.06135,"1",0.12879,"1",0.19014,"1"
26900,"Metro","Black",0.12348,"1",0.0835,"1",0.20698,"1",0.08009,"1",0.20311,"1",0.2832,"1"
26900,"Metro","Hispanic",0.16539,"1",0.14807,"1",0.31347,"1",0.07964,"1",0.17038,"1",0.25002,"1"
26900,"Metro","White",0.15302,"1",0.07462,"1",0.22765,"1",0.05183,"1",0.0785,"1",0.13034,"1"
26900,"Suburb","All",0.04846,"1",0.19274,"1",0.2412,"1",0.0119,"1",0.06744,"1",0.07935,"1"
26900,"Suburb","Black",-0.1214,"-1",0.34593,"1",0.22453,"1",0.00707,"0",0.25491,"1",0.26198,"1"
26900,"Suburb","Hispanic",-0.01104,"0",0.23647,"1",0.22543,"1",0.03786,"1",0.11271,"1",0.15058,"1"
26900,"Suburb","White",0.0646,"1",0.15069,"1",0.21529,"1",0.00973,"1",0.03235,"1",0.04208,"1"
27140,"City","All",0.00421,"0",0.0369,"0",0.04111,"0",0.20972,"1",-0.00048,"0",0.20923,"1"
27140,"City","Black",-0.00644,"0",0.03017,"0",0.02373,"0",0.22062,"1",-0.00407,"0",0.21654,"1"
27140,"City","Hispanic",-0.41199,"0",0.44104,"0",0.02904,"0",0.10107,"0",0.05104,"0",0.15212,"0"
27140,"City","White",0.17347,"0",-0.12127,"0",0.0522,"0",0.12278,"1",0.00278,"0",0.12557,"1"
27140,"Metro","All",0.0109,"0",0.03761,"0",0.0485,"1",0.1122,"1",-0.00929,"0",0.10291,"1"
27140,"Metro","Black",-0.00761,"0",0.05587,"0",0.04826,"0",0.13396,"1",0.00346,"0",0.13742,"1"
27140,"Metro","Hispanic",-0.12068,"0",0.21763,"0",0.09695,"0",0.14431,"0",0.03834,"0",0.18265,"1"
27140,"Metro","White",0.09763,"1",0.02523,"0",0.12286,"1",0.02029,"0",-0.00263,"0",0.01766,"1"
27140,"Suburb","All",0.01731,"0",0.04638,"0",0.06369,"1",0.02943,"1",-0.01219,"0",0.01724,"0"
27140,"Suburb","Black",-0.00956,"0",0.07126,"0",0.0617,"0",0.03803,"1",0.00551,"0",0.04354,"1"
27140,"Suburb","Hispanic",-0.00105,"0",0.15473,"0",0.15368,"0",0.16943,"0",0.02673,"0",0.19616,"1"
27140,"Suburb","White",0.08252,"1",0.07765,"0",0.16017,"1",-0.00678,"0",0.01043,"0",0.00365,"0"
27260,"City","All",0.11305,"1",0.10946,"1",0.22251,"1",0.04884,"1",0.01036,"0",0.0592,"1"
27260,"City","Black",0.08347,"1",0.10395,"1",0.18743,"1",0.08515,"1",0.01893,"0",0.10408,"1"
27260,"City","Hispanic",0.2441,"1",0.13368,"0",0.37778,"1",0.06073,"0",-0.00451,"0",0.05622,"1"
27260,"City","White",0.15223,"1",0.10966,"1",0.26189,"1",0.0043,"0",0.0177,"0",0.022,"1"
27260,"Metro","All",0.0736,"1",0.10306,"1",0.17666,"1",0.03093,"1",0.00659,"0",0.03752,"1"
27260,"Metro","Black",0.06882,"1",0.10206,"1",0.17088,"1",0.07332,"1",0.01992,"0",0.09324,"1"
27260,"Metro","Hispanic",0.16852,"1",0.14479,"1",0.31332,"1",0.04551,"0",-0.00074,"0",0.04477,"1"
27260,"Metro","White",0.09317,"1",0.10885,"1",0.20203,"1",0.00032,"0",0.00886,"0",0.00918,"1"
27260,"Suburb","All",0.01277,"0",0.09407,"1",0.10685,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
27260,"Suburb","Black",-0.00686,"0",0.03845,"0",0.03159,"0",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
27260,"Suburb","Hispanic",-0.06037,"0",0.13445,"1",0.07408,"0",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
27260,"Suburb","White",0.02413,"1",0.1159,"1",0.14003,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
28140,"City","All",0.06991,"1",0.10781,"1",0.17772,"1",0.14383,"1",0.07254,"1",0.21637,"1"
28140,"City","Black",0.03532,"0",0.07596,"0",0.11128,"1",0.17957,"1",0.06686,"1",0.24643,"1"
28140,"City","Hispanic",0.12527,"0",0.071,"0",0.19627,"1",0.19912,"1",0.09409,"1",0.29321,"1"
28140,"City","White",0.09848,"1",0.14575,"1",0.24423,"1",0.08216,"1",0.06414,"1",0.1463,"1"
28140,"Metro","All",0.04726,"1",0.10426,"1",0.15152,"1",0.08005,"1",0.03108,"1",0.11113,"1"
28140,"Metro","Black",0.00933,"0",0.07498,"1",0.08431,"1",0.14734,"1",0.04691,"1",0.19425,"1"
28140,"Metro","Hispanic",0.08179,"0",0.05677,"0",0.13856,"1",0.13595,"1",0.05112,"1",0.18707,"1"
28140,"Metro","White",0.0671,"1",0.12168,"1",0.18879,"1",0.03547,"1",0.01672,"1",0.05219,"1"
28140,"Suburb","All",0.07569,"1",0.13765,"1",0.21334,"1",0.01555,"1",0.00326,"0",0.01881,"1"
28140,"Suburb","Black",0.11227,"1",0.17357,"1",0.28584,"1",0.01382,"1",0.00767,"0",0.02149,"1"
28140,"Suburb","Hispanic",0.11215,"1",0.1275,"1",0.23965,"1",0.00607,"0",0.00851,"0",0.01458,"1"
28140,"Suburb","White",0.06523,"1",0.13061,"1",0.19584,"1",0.01515,"1",0.00323,"0",0.01838,"1"
28940,"City","All",0.06645,"1",0.08281,"0",0.14926,"1",0.13029,"1",-0.02223,"0",0.10806,"1"
28940,"City","Black",-0.01412,"0",0.10161,"0",0.08749,"0",0.1786,"1",0.00052,"0",0.17912,"1"
28940,"City","Hispanic",0.15296,"0",-0.20053,"0",-0.04757,"0",0.06016,"0",0.0219,"0",0.08205,"0"
28940,"City","White",0.08427,"1",0.08701,"0",0.17127,"1",0.10364,"1",-0.05378,"0",0.04986,"1"
28940,"Metro","All",0.07834,"1",0.04975,"1",0.12809,"1",0.04253,"1",-0.02236,"-1",0.02017,"1"
28940,"Metro","Black",0.06115,"0",0.09234,"0",0.1535,"1",0.15657,"1",0.00324,"0",0.15981,"1"
28940,"Metro","Hispanic",0.10071,"0",-0.01425,"0",0.08646,"0",0.0215,"0",-0.01353,"0",0.00798,"0"
28940,"Metro","White",0.07291,"1",0.04962,"1",0.12253,"1",0.02337,"1",-0.0243,"-1",-0.00093,"0"
28940,"Suburb","All",0.08342,"1",0.0559,"1",0.13932,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
28940,"Suburb","Black",0.25092,"0",0.05299,"0",0.3039,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
28940,"Suburb","Hispanic",0.07124,"0",0.10115,"0",0.17239,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
28940,"Suburb","White",0.07237,"1",0.05605,"1",0.12843,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
29460,"City","All",-0.01449,"0",0.17818,"1",0.16369,"1",-0.05007,"-1",0.03435,"1",-0.01572,"0"
29460,"City","Black",-0.24229,"-1",0.23606,"0",-0.00623,"0",-0.07708,"-1",0.10212,"1",0.02504,"0"
29460,"City","Hispanic",0.09765,"0",0.14309,"0",0.24074,"0",-0.06819,"-1",-0.02803,"0",-0.09622,"-1"
29460,"City","White",0.08571,"0",0.16771,"1",0.25342,"1",-0.01955,"0",0.0221,"0",0.00256,"0"
29460,"Metro","All",0.02736,"0",0.22089,"1",0.24825,"1",0.03551,"1",0.0382,"1",0.07372,"1"
29460,"Metro","Black",-0.07988,"0",0.18741,"1",0.10754,"0",0.08105,"1",0.01098,"0",0.09203,"1"
29460,"Metro","Hispanic",0.06136,"0",0.20626,"1",0.26762,"1",0.04318,"1",0.07197,"1",0.11515,"1"
29460,"Metro","White",0.06289,"1",0.24578,"1",0.30867,"1",0.01544,"1",0.02879,"1",0.04423,"1"
29460,"Suburb","All",0.04983,"1",0.22938,"1",0.2792,"1",0.06165,"1",0.03916,"1",0.10081,"1"
29460,"Suburb","Black",0.00417,"0",0.17206,"0",0.17623,"1",0.14568,"1",-0.01655,"0",0.12913,"1"
29460,"Suburb","Hispanic",0.05734,"0",0.21596,"1",0.27331,"1",0.06596,"1",0.09307,"1",0.15903,"1"
29460,"Suburb","White",0.06197,"1",0.2619,"1",0.32387,"1",0.02582,"1",0.03018,"1",0.05599,"1"
29820,"City","All",0.02086,"0",0.18474,"1",0.20559,"1",0.11892,"1",-0.00363,"0",0.11529,"1"
29820,"City","Black",0.05556,"0",0.11254,"0",0.16811,"1",0.25755,"1",-0.12862,"-1",0.12894,"1"
29820,"City","Hispanic",-0.03175,"0",0.26873,"1",0.23699,"1",0.12964,"1",0.05169,"1",0.18133,"1"
29820,"City","White",0.03755,"1",0.1472,"1",0.18475,"1",0.06073,"1",-0.00712,"0",0.05361,"1"
29820,"Metro","All",0.03055,"1",0.19986,"1",0.23041,"1",0.06214,"1",0.05155,"1",0.11369,"1"
29820,"Metro","Black",-0.05605,"0",0.17016,"1",0.11412,"1",0.10058,"1",0.01026,"0",0.11084,"1"
29820,"Metro","Hispanic",0.0096,"0",0.2348,"1",0.2444,"1",0.07714,"1",0.09177,"1",0.16891,"1"
29820,"Metro","White",0.04638,"1",0.17999,"1",0.22637,"1",0.03012,"1",0.03231,"1",0.06243,"1"
29820,"Suburb","All",0.04077,"1",0.21092,"1",0.2517,"1",0.02205,"1",0.09169,"1",0.11374,"1"
29820,"Suburb","Black",-0.12447,"-1",0.20334,"1",0.07887,"1",0.01066,"1",0.09705,"1",0.10771,"1"
29820,"Suburb","Hispanic",0.04157,"0",0.21287,"1",0.25445,"1",0.04142,"1",0.12039,"1",0.16181,"1"
29820,"Suburb","White",0.05419,"1",0.20704,"1",0.26123,"1",0.00524,"1",0.06461,"1",0.06986,"1"
30780,"City","All",0.04544,"0",0.10251,"0",0.14796,"1",-0.02392,"-1",0.09962,"1",0.07571,"1"
30780,"City","Black",0.02184,"0",0.09635,"0",0.11818,"1",-0.02022,"0",0.12425,"1",0.10403,"1"
30780,"City","Hispanic",0.38841,"1",0.14704,"0",0.53545,"1",0.01915,"0",0.05302,"0",0.07217,"1"
30780,"City","White",0.07373,"0",0.06355,"0",0.13728,"1",-0.05045,"-1",0.0724,"1",0.02196,"0"
30780,"Metro","All",0.09272,"1",0.00965,"0",0.10237,"1",0.03333,"1",0.03087,"1",0.06419,"1"
30780,"Metro","Black",0.06799,"0",0.0156,"0",0.08359,"1",0.05182,"1",0.06581,"1",0.11763,"1"
30780,"Metro","Hispanic",0.3431,"1",0.05431,"0",0.39741,"1",0.02838,"0",0.02305,"0",0.05143,"1"
30780,"Metro","White",0.10066,"1",-0.01161,"0",0.08904,"1",0.01691,"1",0.01151,"0",0.02842,"1"
30780,"Suburb","All",0.13437,"1",-0.03872,"0",0.09565,"1",0.06162,"1",-0.00127,"0",0.06035,"1"
30780,"Suburb","Black",0.13938,"1",-0.07574,"0",0.06365,"0",0.11514,"1",0.01413,"0",0.12928,"1"
30780,"Suburb","Hispanic",0.30383,"1",-0.00509,"0",0.29874,"1",0.03566,"0",0.00126,"0",0.03692,"0"
30780,"Suburb","White",0.10684,"1",-0.02293,"0",0.08392,"1",0.02941,"1",0.00145,"0",0.03086,"1"
31080,"City","All",-0.0716,"-1",0.06736,"1",-0.00424,"0",-0.07007,"-1",0.05937,"1",-0.0107,"-1"
31080,"City","Black",-0.05178,"0",0.02996,"0",-0.02182,"0",-0.10164,"-1",0.06045,"1",-0.04119,"-1"
31080,"City","Hispanic",-0.06318,"-1",0.0694,"1",0.00621,"0",-0.08468,"-1",0.08884,"1",0.00416,"0"
31080,"City","White",-0.09658,"-1",0.11727,"1",0.02068,"1",-0.00906,"0",-0.00496,"0",-0.01402,"-1"
31080,"Metro","All",-0.09005,"-1",0.09577,"1",0.00572,"0",-0.04443,"-1",0.04271,"1",-0.00172,"0"
31080,"Metro","Black",-0.09043,"-1",0.06861,"1",-0.02182,"0",-0.07236,"-1",0.04633,"1",-0.02602,"-1"
31080,"Metro","Hispanic",-0.09017,"-1",0.10551,"1",0.01533,"1",-0.05515,"-1",0.06424,"1",0.00908,"1"
31080,"Metro","White",-0.06207,"-1",0.08968,"1",0.0276,"1",-0.00406,"-1",0.0011,"0",-0.00296,"-1"
31080,"Suburb","All",-0.10381,"-1",0.13012,"1",0.0263,"1",-0.01938,"-1",0.03375,"1",0.01437,"1"
31080,"Suburb","Black",-0.14122,"-1",0.12915,"1",-0.01206,"0",-0.02564,"-1",0.02986,"1",0.00422,"0"
31080,"Suburb","Hispanic",-0.11688,"-1",0.14994,"1",0.03306,"1",-0.0268,"-1",0.04918,"1",0.02237,"1"
31080,"Suburb","White",-0.03898,"-1",0.07159,"1",0.0326,"1",-0.00074,"0",0.00528,"1",0.00455,"1"
31140,"City","All",0.00811,"0",0.05605,"1",0.06416,"1",0.03734,"1",0.00802,"0",0.04536,"1"
31140,"City","Black",-0.03875,"0",0.02765,"0",-0.0111,"0",0.05711,"1",-0.02209,"0",0.03503,"0"
31140,"City","Hispanic",0.05323,"0",0.09657,"0",0.1498,"1",-0.08819,"-1",0.08498,"0",-0.00321,"0"
31140,"City","White",0.06481,"1",0.08423,"1",0.14904,"1",0.05369,"1",0.03406,"1",0.08775,"1"
31140,"Metro","All",0.02095,"0",0.08339,"1",0.10433,"1",0.00949,"0",0.00812,"0",0.01762,"1"
31140,"Metro","Black",-0.04412,"0",0.03671,"0",-0.00741,"0",0.0333,"0",-0.03131,"0",0.00199,"0"
31140,"Metro","Hispanic",0.03828,"0",0.09254,"0",0.13082,"1",-0.06228,"-1",0.05791,"1",-0.00437,"0"
31140,"Metro","White",0.0674,"1",0.104,"1",0.17141,"1",0.0197,"1",0.02175,"1",0.04145,"1"
31140,"Suburb","All",0.08802,"1",0.11868,"1",0.20669,"1",-0.00917,"-1",0.00348,"0",-0.00569,"-1"
31140,"Suburb","Black",0.08451,"0",0.12224,"0",0.20675,"1",-0.00859,"0",-0.045,"0",-0.05359,"-1"
31140,"Suburb","Hispanic",0.03083,"0",0.08761,"0",0.11844,"0",-0.02046,"-1",0.02677,"1",0.00631,"0"
31140,"Suburb","White",0.08103,"1",0.1182,"1",0.19923,"1",-0.00836,"-1",0.00751,"0",-0.00085,"0"
31540,"City","All",0.00961,"0",0.05258,"0",0.06219,"1",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
31540,"City","Black",0.02073,"0",0.01257,"0",0.0333,"0",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
31540,"City","Hispanic",-0.02483,"0",0.09208,"0",0.06726,"0",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
31540,"City","White",0.01757,"0",0.03327,"0",0.05084,"0",0,"#DIV/0!",0,"#DIV/0!",0,"#DIV/0!"
31540,"Metro","All",0.02144,"0",0.07249,"1",0.09393,"1",0,"#DIV/0!",0.04032,"1",0.04032,"1"
31540,"Metro","Black",0.11106,"1",0.04158,"0",0.15264,"1",0,"#DIV/0!",0.11645,"1",0.11645,"1"
31540,"Metro","Hispanic",0.08502,"0",0.1078,"0",0.19282,"1",0,"#DIV/0!",0.09773,"1",0.09773,"1"
31540,"Metro","White",0.0036,"0",0.03205,"0",0.03565,"1",0,"#DIV/0!",0.00578,"1",0.00578,"1"
31540,"Suburb","All",0.04763,"1",0.13423,"1",0.18186,"1",0,"#DIV/0!",0.07859,"1",0.07859,"1"
31540,"Suburb","Black",0.12828,"0",0.2671,"1",0.39538,"1",0,"#DIV/0!",0.28873,"1",0.28873,"1"
31540,"Suburb","Hispanic",0.21678,"1",0.17509,"0",0.39186,"1",0,"#DIV/0!",0.19076,"1",0.19076,"1"
31540,"Suburb","White",0.02589,"1",0.06231,"1",0.0882,"1",0,"#DIV/0!",0.0096,"1",0.0096,"1"
32580,"City","All",0.04899,"0",-0.03603,"0",0.01296,"0",0.05963,"0",-0.06437,"0",-0.00474,"0"
32580,"City","Black",-0.40406,"0",0.19074,"0",-0.21331,"0",-0.48889,"0",0.14317,"0",-0.34572,"-1"
32580,"City","Hispanic",0.04856,"0",-0.04278,"0",0.00579,"0",0.05203,"0",-0.06188,"0",-0.00985,"0"
32580,"City","White",0.16499,"0",-0.18787,"0",-0.02288,"0",0.16478,"0",-0.20647,"-1",-0.04168,"0"
32580,"Metro","All",-0.00767,"0",-0.00796,"0",-0.01563,"0",-0.07397,"-1",-0.00958,"0",-0.08355,"-1"
32580,"Metro","Black",-0.14254,"0",0.00324,"0",-0.13931,"0",-0.16698,"0",0.07573,"0",-0.09126,"0"
32580,"Metro","Hispanic",-0.00837,"0",-0.00652,"0",-0.01489,"0",-0.07659,"-1",-0.00985,"0",-0.08644,"-1"
32580,"Metro","White",0.04042,"0",-0.05053,"0",-0.01012,"0",0.00291,"0",-0.03076,"0",-0.02785,"0"
32580,"Suburb","All",-0.01352,"0",-0.00542,"0",-0.01893,"0",-0.09012,"-1",-0.00353,"0",-0.09365,"-1"
32580,"Suburb","Black",0,"0",-0.00158,"0",-0.00158,"0",-0.02488,"0",0.11038,"0",0.0855,"0"
32580,"Suburb","Hispanic",-0.01455,"0",-0.00192,"0",-0.01648,"0",-0.09187,"-1",-0.00324,"0",-0.09511,"-1"
32580,"Suburb","White",0.03203,"0",-0.08781,"0",-0.05578,"0",-0.0359,"0",-0.02133,"0",-0.05723,"0"
32820,"City","All",0.11092,"1",0.04649,"0",0.15741,"1",0.10456,"1",0.06725,"1",0.1718,"1"
32820,"City","Black",0.08093,"1",0.03026,"0",0.11119,"1",0.11797,"1",0.05085,"1",0.16882,"1"
32820,"City","Hispanic",0.35814,"1",0.11213,"0",0.47027,"1",0.06838,"0",0.24146,"1",0.30983,"1"
32820,"City","White",0.19984,"1",0.07053,"0",0.27037,"1",0.05276,"1",0.11499,"1",0.16774,"1"
32820,"Metro","All",0.11407,"1",0.00934,"0",0.12341,"1",0.08571,"1",0.03681,"1",0.12252,"1"
32820,"Metro","Black",0.08036,"1",0.01274,"0",0.09311,"1",0.10689,"1",0.03251,"0",0.13939,"1"
32820,"Metro","Hispanic",0.28605,"1",0.11146,"0",0.39751,"1",0.07171,"0",0.15616,"1",0.22787,"1"
32820,"Metro","White",0.2,"1",-0.04115,"0",0.15885,"1",0.03227,"1",0.03552,"1",0.06779,"1"
32820,"Suburb","All",0.14724,"1",-0.07617,"-1",0.07108,"1",0.05687,"1",-0.03173,"-1",0.02514,"1"
32820,"Suburb","Black",0.10368,"1",-0.05805,"0",0.04563,"0",0.08515,"1",-0.03514,"0",0.05001,"1"
32820,"Suburb","Hispanic",0.03036,"0",0.19524,"0",0.2256,"1",0.08288,"0",-0.08415,"0",-0.00127,"0"
32820,"Suburb","White",0.21291,"1",-0.10294,"-1",0.10997,"1",0.0208,"1",-0.01053,"0",0.01027,"1"
33100,"City","All",-0.03224,"0",0.0731,"1",0.04085,"1",-0.05823,"-1",0.10902,"1",0.05079,"1"
33100,"City","Black",-0.001,"0",0.03443,"0",0.03343,"0",-0.10023,"-1",0.15955,"1",0.05932,"1"
33100,"City","Hispanic",-0.03668,"0",0.0913,"1",0.05462,"1",-0.04005,"-1",0.12128,"1",0.08123,"1"
33100,"City","White",-0.0223,"0",0.1004,"0",0.0781,"1",0.01269,"0",0.06505,"1",0.07774,"1"
33100,"Metro","All",-0.02467,"-1",0.12757,"1",0.1029,"1",-0.04034,"-1",0.06332,"1",0.02297,"1"
33100,"Metro","Black",-0.0595,"-1",0.09134,"1",0.03184,"1",-0.07889,"-1",0.0778,"1",-0.00108,"0"
33100,"Metro","Hispanic",-0.00877,"0",0.14927,"1",0.14051,"1",-0.02509,"-1",0.07537,"1",0.05028,"1"
33100,"Metro","White",0.02805,"1",0.10596,"1",0.13401,"1",-0.00102,"0",0.02391,"1",0.02289,"1"
33100,"Suburb","All",-0.02319,"-1",0.14887,"1",0.12568,"1",-0.03645,"-1",0.06184,"1",0.02539,"1"
33100,"Suburb","Black",-0.07951,"-1",0.12062,"1",0.04111,"1",-0.08032,"-1",0.08453,"1",0.00421,"0"
33100,"Suburb","Hispanic",0.0027,"0",0.17581,"1",0.17852,"1",-0.01953,"-1",0.069,"1",0.04947,"1"
33100,"Suburb","White",0.03164,"1",0.10823,"1",0.13987,"1",-0.00297,"-1",0.02093,"1",0.01796,"1"
33340,"City","All",0.04943,"1",0.07362,"1",0.12305,"1",0.05998,"1",0.10309,"1",0.16307,"1"
33340,"City","Black",0.04823,"0",0.0649,"0",0.11313,"1",0.02993,"0",0.0483,"0",0.07823,"1"
33340,"City","Hispanic",0.00256,"0",0.01753,"0",0.02009,"0",0.21484,"1",0.24841,"1",0.46326,"1"
33340,"City","White",0.10399,"1",0.13549,"1",0.23948,"1",0.04019,"1",0.10679,"1",0.14698,"1"
33340,"Metro","All",0.00274,"0",0.066,"1",0.06874,"1",0.02998,"1",0.067,"1",0.09698,"1"
33340,"Metro","Black",0.03044,"0",0.06224,"0",0.09268,"1",0.02147,"0",0.04092,"0",0.06239,"1"
33340,"Metro","Hispanic",-0.02273,"0",0.01095,"0",-0.01178,"0",0.17706,"1",0.19056,"1",0.36761,"1"
33340,"Metro","White",0.03501,"1",0.07935,"1",0.11436,"1",0.01631,"1",0.03369,"1",0.05,"1"
33340,"Suburb","All",0.03322,"1",0.08992,"1",0.12314,"1",0.00502,"1",-0.00502,"-1",0,"#DIV/0!"
33340,"Suburb","Black",0.01782,"0",0.17781,"1",0.19563,"1",0.02305,"0",-0.02305,"0",0,"#DIV/0!"
33340,"Suburb","Hispanic",0.12812,"1",0.09015,"0",0.21828,"1",0.00514,"0",-0.00514,"0",0,"#DIV/0!"
33340,"Suburb","White",0.01928,"1",0.07429,"1",0.09356,"1",0.00396,"0",-0.00396,"0",0,"#DIV/0!"
33460,"City","All",0.16472,"1",0.01602,"0",0.18074,"1",0.08411,"1",0.06978,"1",0.15389,"1"
33460,"City","Black",0.15316,"1",-0.03196,"0",0.1212,"1",0.10312,"1",0.09337,"1",0.19649,"1"
33460,"City","Hispanic",0.30228,"1",-0.04464,"0",0.25764,"1",0.11881,"1",0.06034,"0",0.17915,"1"
33460,"City","White",0.16268,"1",0.06998,"1",0.23266,"1",0.03265,"1",0.07438,"1",0.10703,"1"
33460,"Metro","All",0.06114,"1",0.02463,"1",0.08577,"1",0.02882,"1",0.02106,"1",0.04987,"1"
33460,"Metro","Black",0.03958,"0",-0.0076,"0",0.03197,"0",0.04552,"1",0.04175,"1",0.08727,"1"
33460,"Metro","Hispanic",0.15189,"1",-0.02855,"0",0.12334,"1",0.05965,"1",0.00079,"0",0.06044,"1"
33460,"Metro","White",0.0579,"1",0.03353,"1",0.09143,"1",0.00729,"1",0.01696,"1",0.02425,"1"
33460,"Suburb","All",0.05049,"1",0.07243,"1",0.12292,"1",-2e-05,"#DIV/0!",0,"0",-2e-05,"0"
33460,"Suburb","Black",0.09683,"1",0.12399,"1",0.22082,"1",-0.00012,"#DIV/0!",0,"0",-0.00012,"0"
33460,"Suburb","Hispanic",0.06366,"1",0.15613,"1",0.21979,"1",0,"#DIV/0!",0,"0",0,"0"
33460,"Suburb","White",0.03261,"1",0.03552,"1",0.06813,"1",-3e-05,"#DIV/0!",0,"0",-3e-05,"0"
34980,"City","All",0.15402,"1",0.06987,"1",0.22389,"1",0.01776,"1",0.05392,"1",0.07168,"1"
34980,"City","Black",0.05449,"0",0.06624,"0",0.12074,"1",0.0237,"0",0.07563,"1",0.09934,"1"
