cbsa,metro,geotype,group,year,poor,_20plus_poor,_20plus_poor_share,_40plus_poor,_40plus_poor_share
31140,"Louisville/Jefferson County, KY-IN",Metro,All,2005-09,152709.00000,66525.00000,0.43563,26661.00000,0.17459
31140,"Louisville/Jefferson County, KY-IN",Metro,All,2010-14,181096.00000,93992.00000,0.51902,33088.00000,0.18271
31140,"Louisville/Jefferson County, KY-IN",Metro,Black,2000,39193.00000,31094.00000,0.79336,15329.00000,0.39112
31140,"Louisville/Jefferson County, KY-IN",Metro,Black,2005-09,45385.00000,34004.00000,0.74923,19262.00000,0.42441
31140,"Louisville/Jefferson County, KY-IN",Metro,Black,2010-14,51729.00000,40656.00000,0.78594,20335.00000,0.39311
31140,"Louisville/Jefferson County, KY-IN",Metro,Hispanic,2000,3833.00000,1467.00000,0.38273,321.00000,0.08375
31140,"Louisville/Jefferson County, KY-IN",Metro,Hispanic,2005-09,10204.00000,4296.00000,0.42101,219.00000,0.02146
31140,"Louisville/Jefferson County, KY-IN",Metro,Hispanic,2010-14,15017.00000,7712.00000,0.51355,1192.00000,0.07938
31140,"Louisville/Jefferson County, KY-IN",Metro,Non-Hispanic White,2000,70965.00000,15162.00000,0.21365,3588.00000,0.05056
31140,"Louisville/Jefferson County, KY-IN",Metro,Non-Hispanic White,2005-09,91027.00000,25584.00000,0.28106,6396.00000,0.07026
31140,"Louisville/Jefferson County, KY-IN",Metro,Non-Hispanic White,2010-14,104137.00000,40099.00000,0.38506,9582.00000,0.09201
31140,"Louisville/Jefferson County, KY-IN",Suburb,All,2000,42407.00000,5840.00000,0.13771,1420.00000,0.03349
31140,"Louisville/Jefferson County, KY-IN",Suburb,All,2005-09,61361.00000,13851.00000,0.22573,1492.00000,0.02432
31140,"Louisville/Jefferson County, KY-IN",Suburb,All,2010-14,71404.00000,24592.00000,0.34441,1985.00000,0.02780
31140,"Louisville/Jefferson County, KY-IN",Suburb,Black,2000,4056.00000,1182.00000,0.29142,335.00000,0.08259
31140,"Louisville/Jefferson County, KY-IN",Suburb,Black,2005-09,6581.00000,2474.00000,0.37593,487.00000,0.07400
31140,"Louisville/Jefferson County, KY-IN",Suburb,Black,2010-14,8206.00000,4088.00000,0.49817,238.00000,0.02900
31140,"Louisville/Jefferson County, KY-IN",Suburb,Hispanic,2000,1581.00000,529.00000,0.33460,35.00000,0.02214
31140,"Louisville/Jefferson County, KY-IN",Suburb,Hispanic,2005-09,4767.00000,1742.00000,0.36543,8.00000,0.00168
31140,"Louisville/Jefferson County, KY-IN",Suburb,Hispanic,2010-14,6995.00000,3169.00000,0.45304,199.00000,0.02845
31140,"Louisville/Jefferson County, KY-IN",Suburb,Non-Hispanic White,2000,35263.00000,3957.00000,0.11221,986.00000,0.02796
31140,"Louisville/Jefferson County, KY-IN",Suburb,Non-Hispanic White,2005-09,47914.00000,9259.00000,0.19324,939.00000,0.01960
31140,"Louisville/Jefferson County, KY-IN",Suburb,Non-Hispanic White,2010-14,53518.00000,16668.00000,0.31145,1451.00000,0.02711
31540,"Madison, WI",City,All,2000,18849.00000,8078.00000,0.42856,0.00000,0.00000
31540,"Madison, WI",City,All,2005-09,26138.00000,11453.00000,0.43817,0.00000,0.00000
31540,"Madison, WI",City,All,2010-14,29245.00000,14352.00000,0.49075,0.00000,0.00000
31540,"Madison, WI",City,Black,2000,2642.00000,1048.00000,0.39667,0.00000,0.00000
31540,"Madison, WI",City,Black,2005-09,5896.00000,2461.00000,0.41740,0.00000,0.00000
31540,"Madison, WI",City,Black,2010-14,5826.00000,2505.00000,0.42997,0.00000,0.00000
31540,"Madison, WI",City,Hispanic,2000,1820.00000,897.00000,0.49286,0.00000,0.00000
31540,"Madison, WI",City,Hispanic,2005-09,2393.00000,1120.00000,0.46803,0.00000,0.00000
31540,"Madison, WI",City,Hispanic,2010-14,4142.00000,2320.00000,0.56012,0.00000,0.00000
31540,"Madison, WI",City,Non-Hispanic White,2000,11284.00000,4589.00000,0.40668,0.00000,0.00000
31540,"Madison, WI",City,Non-Hispanic White,2005-09,14456.00000,6133.00000,0.42425,0.00000,0.00000
31540,"Madison, WI",City,Non-Hispanic White,2010-14,13936.00000,6376.00000,0.45752,0.00000,0.00000
31540,"Madison, WI",Metro,All,2000,33894.00000,8078.00000,0.23833,0.00000,0.00000
31540,"Madison, WI",Metro,All,2005-09,48120.00000,12500.00000,0.25977,0.00000,0.00000
31540,"Madison, WI",Metro,All,2010-14,60065.00000,19957.00000,0.33226,2422.00000,0.04032
31540,"Madison, WI",Metro,Black,2000,3979.00000,1048.00000,0.26338,0.00000,0.00000
31540,"Madison, WI",Metro,Black,2005-09,6925.00000,2593.00000,0.37444,0.00000,0.00000
31540,"Madison, WI",Metro,Black,2010-14,9764.00000,4062.00000,0.41602,1137.00000,0.11645
31540,"Madison, WI",Metro,Hispanic,2000,3191.00000,897.00000,0.28110,0.00000,0.00000
31540,"Madison, WI",Metro,Hispanic,2005-09,4026.00000,1474.00000,0.36612,0.00000,0.00000
31540,"Madison, WI",Metro,Hispanic,2010-14,8493.00000,4025.00000,0.47392,830.00000,0.09773
31540,"Madison, WI",Metro,Non-Hispanic White,2000,22974.00000,4589.00000,0.19975,0.00000,0.00000
31540,"Madison, WI",Metro,Non-Hispanic White,2005-09,32452.00000,6599.00000,0.20335,0.00000,0.00000
31540,"Madison, WI",Metro,Non-Hispanic White,2010-14,34967.00000,8231.00000,0.23539,202.00000,0.00578
31540,"Madison, WI",Suburb,All,2000,15045.00000,0.00000,0.00000,0.00000,0.00000
31540,"Madison, WI",Suburb,All,2005-09,21982.00000,1047.00000,0.04763,0.00000,0.00000
31540,"Madison, WI",Suburb,All,2010-14,30820.00000,5605.00000,0.18186,2422.00000,0.07859
31540,"Madison, WI",Suburb,Black,2000,1337.00000,0.00000,0.00000,0.00000,0.00000
31540,"Madison, WI",Suburb,Black,2005-09,1029.00000,132.00000,0.12828,0.00000,0.00000
31540,"Madison, WI",Suburb,Black,2010-14,3938.00000,1557.00000,0.39538,1137.00000,0.28873
31540,"Madison, WI",Suburb,Hispanic,2000,1371.00000,0.00000,0.00000,0.00000,0.00000
31540,"Madison, WI",Suburb,Hispanic,2005-09,1633.00000,354.00000,0.21678,0.00000,0.00000
31540,"Madison, WI",Suburb,Hispanic,2010-14,4351.00000,1705.00000,0.39186,830.00000,0.19076
31540,"Madison, WI",Suburb,Non-Hispanic White,2000,11690.00000,0.00000,0.00000,0.00000,0.00000
31540,"Madison, WI",Suburb,Non-Hispanic White,2005-09,17996.00000,466.00000,0.02589,0.00000,0.00000
31540,"Madison, WI",Suburb,Non-Hispanic White,2010-14,21031.00000,1855.00000,0.08820,202.00000,0.00960
32580,"McAllen-Edinburg-Mission, TX",City,All,2000,24861.00000,18863.00000,0.75874,7611.00000,0.30614
32580,"McAllen-Edinburg-Mission, TX",City,All,2005-09,33942.00000,27416.00000,0.80773,12415.00000,0.36577
32580,"McAllen-Edinburg-Mission, TX",City,All,2010-14,34937.00000,26961.00000,0.77170,10530.00000,0.30140
32580,"McAllen-Edinburg-Mission, TX",City,Black,2000,135.00000,96.00000,0.71111,66.00000,0.48889
32580,"McAllen-Edinburg-Mission, TX",City,Black,2005-09,241.00000,74.00000,0.30705,0.00000,0.00000
32580,"McAllen-Edinburg-Mission, TX",City,Black,2010-14,454.00000,226.00000,0.49780,65.00000,0.14317
32580,"McAllen-Edinburg-Mission, TX",City,Hispanic,2000,23319.00000,18098.00000,0.77611,7407.00000,0.31764
32580,"McAllen-Edinburg-Mission, TX",City,Hispanic,2005-09,31358.00000,25860.00000,0.82467,11592.00000,0.36967
32580,"McAllen-Edinburg-Mission, TX",City,Hispanic,2010-14,33520.00000,26209.00000,0.78189,10317.00000,0.30779
32580,"McAllen-Edinburg-Mission, TX",City,Non-Hispanic White,2000,1237.00000,574.00000,0.46403,167.00000,0.13500
32580,"McAllen-Edinburg-Mission, TX",City,Non-Hispanic White,2005-09,1868.00000,1175.00000,0.62901,560.00000,0.29979
32580,"McAllen-Edinburg-Mission, TX",City,Non-Hispanic White,2010-14,943.00000,416.00000,0.44115,88.00000,0.09332
32580,"McAllen-Edinburg-Mission, TX",Metro,All,2000,201632.00000,191342.00000,0.94897,122235.00000,0.60623
32580,"McAllen-Edinburg-Mission, TX",Metro,All,2005-09,250766.00000,236045.00000,0.94130,133471.00000,0.53225
32580,"McAllen-Edinburg-Mission, TX",Metro,All,2010-14,275717.00000,257336.00000,0.93333,144111.00000,0.52268
32580,"McAllen-Edinburg-Mission, TX",Metro,Black,2000,545.00000,506.00000,0.92844,258.00000,0.47339
32580,"McAllen-Edinburg-Mission, TX",Metro,Black,2005-09,780.00000,613.00000,0.78590,239.00000,0.30641
32580,"McAllen-Edinburg-Mission, TX",Metro,Black,2010-14,1086.00000,857.00000,0.78913,415.00000,0.38214
32580,"McAllen-Edinburg-Mission, TX",Metro,Hispanic,2000,195336.00000,186156.00000,0.95300,120014.00000,0.61440
32580,"McAllen-Edinburg-Mission, TX",Metro,Hispanic,2005-09,242692.00000,229255.00000,0.94463,130522.00000,0.53781
32580,"McAllen-Edinburg-Mission, TX",Metro,Hispanic,2010-14,267345.00000,250800.00000,0.93811,141146.00000,0.52795
32580,"McAllen-Edinburg-Mission, TX",Metro,Non-Hispanic White,2000,5433.00000,4438.00000,0.81686,2003.00000,0.36867
32580,"McAllen-Edinburg-Mission, TX",Metro,Non-Hispanic White,2005-09,6327.00000,5424.00000,0.85728,2351.00000,0.37158
32580,"McAllen-Edinburg-Mission, TX",Metro,Non-Hispanic White,2010-14,6851.00000,5527.00000,0.80674,2335.00000,0.34083
32580,"McAllen-Edinburg-Mission, TX",Suburb,All,2000,176771.00000,172479.00000,0.97572,114624.00000,0.64843
32580,"McAllen-Edinburg-Mission, TX",Suburb,All,2005-09,216824.00000,208629.00000,0.96220,121056.00000,0.55831
32580,"McAllen-Edinburg-Mission, TX",Suburb,All,2010-14,240780.00000,230375.00000,0.95679,133581.00000,0.55478
32580,"McAllen-Edinburg-Mission, TX",Suburb,Black,2000,410.00000,410.00000,1.00000,192.00000,0.46829
32580,"McAllen-Edinburg-Mission, TX",Suburb,Black,2005-09,539.00000,539.00000,1.00000,239.00000,0.44341
32580,"McAllen-Edinburg-Mission, TX",Suburb,Black,2010-14,632.00000,631.00000,0.99842,350.00000,0.55380
32580,"McAllen-Edinburg-Mission, TX",Suburb,Hispanic,2000,172017.00000,168058.00000,0.97698,112607.00000,0.65463
32580,"McAllen-Edinburg-Mission, TX",Suburb,Hispanic,2005-09,211334.00000,203395.00000,0.96243,118930.00000,0.56276
32580,"McAllen-Edinburg-Mission, TX",Suburb,Hispanic,2010-14,233825.00000,224591.00000,0.96051,130829.00000,0.55952
32580,"McAllen-Edinburg-Mission, TX",Suburb,Non-Hispanic White,2000,4196.00000,3864.00000,0.92088,1836.00000,0.43756
32580,"McAllen-Edinburg-Mission, TX",Suburb,Non-Hispanic White,2005-09,4459.00000,4249.00000,0.95290,1791.00000,0.40166
32580,"McAllen-Edinburg-Mission, TX",Suburb,Non-Hispanic White,2010-14,5908.00000,5111.00000,0.86510,2247.00000,0.38033
32820,"Memphis, TN-MS-AR",City,All,2000,129369.00000,93229.00000,0.72064,30300.00000,0.23421
32820,"Memphis, TN-MS-AR",City,All,2005-09,157055.00000,130601.00000,0.83156,53206.00000,0.33877
32820,"Memphis, TN-MS-AR",City,All,2010-14,172581.00000,151535.00000,0.87805,70071.00000,0.40602
32820,"Memphis, TN-MS-AR",City,Black,2000,104290.00000,84797.00000,0.81309,29096.00000,0.27899
32820,"Memphis, TN-MS-AR",City,Black,2005-09,124144.00000,110987.00000,0.89402,49280.00000,0.39696
32820,"Memphis, TN-MS-AR",City,Black,2010-14,131897.00000,121909.00000,0.92427,59065.00000,0.44781
32820,"Memphis, TN-MS-AR",City,Hispanic,2000,3952.00000,1666.00000,0.42156,104.00000,0.02632
32820,"Memphis, TN-MS-AR",City,Hispanic,2005-09,9800.00000,7641.00000,0.77969,928.00000,0.09469
32820,"Memphis, TN-MS-AR",City,Hispanic,2010-14,17638.00000,15730.00000,0.89182,5929.00000,0.33615
32820,"Memphis, TN-MS-AR",City,Non-Hispanic White,2000,18078.00000,5444.00000,0.30114,761.00000,0.04210
32820,"Memphis, TN-MS-AR",City,Non-Hispanic White,2005-09,19314.00000,9676.00000,0.50098,1832.00000,0.09485
32820,"Memphis, TN-MS-AR",City,Non-Hispanic White,2010-14,18843.00000,10769.00000,0.57151,3954.00000,0.20984
32820,"Memphis, TN-MS-AR",Metro,All,2000,185273.00000,112111.00000,0.60511,34992.00000,0.18887
32820,"Memphis, TN-MS-AR",Metro,All,2005-09,232424.00000,167155.00000,0.71918,63818.00000,0.27458
32820,"Memphis, TN-MS-AR",Metro,All,2010-14,253301.00000,184536.00000,0.72852,78875.00000,0.31139
32820,"Memphis, TN-MS-AR",Metro,Black,2000,135459.00000,100815.00000,0.74425,33570.00000,0.24782
32820,"Memphis, TN-MS-AR",Metro,Black,2005-09,165764.00000,136691.00000,0.82461,58798.00000,0.35471
32820,"Memphis, TN-MS-AR",Metro,Black,2010-14,173163.00000,144999.00000,0.83736,67052.00000,0.38722
32820,"Memphis, TN-MS-AR",Metro,Hispanic,2000,5124.00000,1846.00000,0.36027,113.00000,0.02205
32820,"Memphis, TN-MS-AR",Metro,Hispanic,2005-09,12627.00000,8161.00000,0.64631,1184.00000,0.09377
32820,"Memphis, TN-MS-AR",Metro,Hispanic,2010-14,23883.00000,18098.00000,0.75778,5969.00000,0.24993
32820,"Memphis, TN-MS-AR",Metro,Non-Hispanic White,2000,40658.00000,8129.00000,0.19994,958.00000,0.02356
32820,"Memphis, TN-MS-AR",Metro,Non-Hispanic White,2005-09,47968.00000,19184.00000,0.39993,2678.00000,0.05583
32820,"Memphis, TN-MS-AR",Metro,Non-Hispanic White,2010-14,49698.00000,17831.00000,0.35879,4540.00000,0.09135
32820,"Memphis, TN-MS-AR",Suburb,All,2000,55904.00000,18882.00000,0.33776,4692.00000,0.08393
32820,"Memphis, TN-MS-AR",Suburb,All,2005-09,75369.00000,36554.00000,0.48500,10612.00000,0.14080
32820,"Memphis, TN-MS-AR",Suburb,All,2010-14,80720.00000,33001.00000,0.40883,8804.00000,0.10907
32820,"Memphis, TN-MS-AR",Suburb,Black,2000,31169.00000,16018.00000,0.51391,4474.00000,0.14354
32820,"Memphis, TN-MS-AR",Suburb,Black,2005-09,41620.00000,25704.00000,0.61759,9518.00000,0.22869
32820,"Memphis, TN-MS-AR",Suburb,Black,2010-14,41266.00000,23090.00000,0.55954,7987.00000,0.19355
32820,"Memphis, TN-MS-AR",Suburb,Hispanic,2000,1172.00000,180.00000,0.15358,9.00000,0.00768
32820,"Memphis, TN-MS-AR",Suburb,Hispanic,2005-09,2827.00000,520.00000,0.18394,256.00000,0.09056
32820,"Memphis, TN-MS-AR",Suburb,Hispanic,2010-14,6245.00000,2368.00000,0.37918,40.00000,0.00641
32820,"Memphis, TN-MS-AR",Suburb,Non-Hispanic White,2000,22580.00000,2685.00000,0.11891,197.00000,0.00872
32820,"Memphis, TN-MS-AR",Suburb,Non-Hispanic White,2005-09,28654.00000,9508.00000,0.33182,846.00000,0.02952
32820,"Memphis, TN-MS-AR",Suburb,Non-Hispanic White,2010-14,30855.00000,7062.00000,0.22888,586.00000,0.01899
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",City,All,2000,125559.00000,97049.00000,0.77294,37578.00000,0.29929
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",City,All,2005-09,138688.00000,102725.00000,0.74069,33432.00000,0.24106
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",City,All,2010-14,154656.00000,125857.00000,0.81379,54142.00000,0.35008
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",City,Black,2000,45580.00000,41277.00000,0.90559,24777.00000,0.54359
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",City,Black,2005-09,52377.00000,47380.00000,0.90460,23222.00000,0.44336
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",City,Black,2010-14,51757.00000,48601.00000,0.93902,31205.00000,0.60291
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",City,Hispanic,2000,63802.00000,48968.00000,0.76750,10903.00000,0.17089
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",City,Hispanic,2005-09,73229.00000,53517.00000,0.73082,9581.00000,0.13084
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",City,Hispanic,2010-14,89184.00000,73320.00000,0.82212,22485.00000,0.25212
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",City,Non-Hispanic White,2000,13248.00000,4700.00000,0.35477,743.00000,0.05608
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",City,Non-Hispanic White,2005-09,15878.00000,5279.00000,0.33247,1092.00000,0.06877
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",City,Non-Hispanic White,2010-14,16044.00000,6945.00000,0.43287,2147.00000,0.13382
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,All,2000,682023.00000,330837.00000,0.48508,70582.00000,0.10349
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,All,2005-09,751149.00000,345837.00000,0.46041,47431.00000,0.06314
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,All,2010-14,982725.00000,577828.00000,0.58799,124277.00000,0.12646
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,Black,2000,227976.00000,165714.00000,0.72689,51077.00000,0.22405
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,Black,2005-09,244528.00000,163195.00000,0.66739,35495.00000,0.14516
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,Black,2010-14,315513.00000,239389.00000,0.75873,70347.00000,0.22296
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,Hispanic,2000,279464.00000,130036.00000,0.46531,16368.00000,0.05857
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,Hispanic,2005-09,330957.00000,151094.00000,0.45654,11079.00000,0.03348
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,Hispanic,2010-14,464552.00000,281431.00000,0.60581,50566.00000,0.10885
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,Non-Hispanic White,2000,150144.00000,26532.00000,0.17671,1267.00000,0.00844
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,Non-Hispanic White,2005-09,164540.00000,33691.00000,0.20476,1220.00000,0.00741
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,Non-Hispanic White,2010-14,188427.00000,58548.00000,0.31072,5903.00000,0.03133
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Suburb,All,2000,556464.00000,233788.00000,0.42013,33004.00000,0.05931
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Suburb,All,2005-09,612461.00000,243112.00000,0.39694,13999.00000,0.02286
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Suburb,All,2010-14,828069.00000,451971.00000,0.54581,70135.00000,0.08470
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Suburb,Black,2000,182396.00000,124437.00000,0.68224,26300.00000,0.14419
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Suburb,Black,2005-09,192151.00000,115815.00000,0.60273,12273.00000,0.06387
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Suburb,Black,2010-14,263756.00000,190788.00000,0.72335,39142.00000,0.14840
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Suburb,Hispanic,2000,215662.00000,81068.00000,0.37590,5465.00000,0.02534
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Suburb,Hispanic,2005-09,257728.00000,97577.00000,0.37860,1498.00000,0.00581
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Suburb,Hispanic,2010-14,375368.00000,208111.00000,0.55442,28081.00000,0.07481
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Suburb,Non-Hispanic White,2000,136896.00000,21832.00000,0.15948,524.00000,0.00383
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Suburb,Non-Hispanic White,2005-09,148662.00000,28412.00000,0.19112,128.00000,0.00086
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Suburb,Non-Hispanic White,2010-14,172383.00000,51603.00000,0.29935,3756.00000,0.02179
33340,"Milwaukee-Waukesha-West Allis, WI",City,All,2000,119379.00000,87219.00000,0.73061,30881.00000,0.25868
33340,"Milwaukee-Waukesha-West Allis, WI",City,All,2005-09,136067.00000,106137.00000,0.78003,43359.00000,0.31866
33340,"Milwaukee-Waukesha-West Allis, WI",City,All,2010-14,165923.00000,141641.00000,0.85365,69978.00000,0.42175
33340,"Milwaukee-Waukesha-West Allis, WI",City,Black,2000,71190.00000,57508.00000,0.80781,27214.00000,0.38227
33340,"Milwaukee-Waukesha-West Allis, WI",City,Black,2005-09,78423.00000,67133.00000,0.85604,32326.00000,0.41220
33340,"Milwaukee-Waukesha-West Allis, WI",City,Black,2010-14,92119.00000,84836.00000,0.92094,42421.00000,0.46050
33340,"Milwaukee-Waukesha-West Allis, WI",City,Hispanic,2000,19664.00000,16644.00000,0.84642,1013.00000,0.05152
33340,"Milwaukee-Waukesha-West Allis, WI",City,Hispanic,2005-09,24407.00000,20721.00000,0.84898,6501.00000,0.26636
33340,"Milwaukee-Waukesha-West Allis, WI",City,Hispanic,2010-14,34827.00000,30178.00000,0.86651,17928.00000,0.51477
33340,"Milwaukee-Waukesha-West Allis, WI",City,Non-Hispanic White,2000,21835.00000,8489.00000,0.38878,1050.00000,0.04809
33340,"Milwaukee-Waukesha-West Allis, WI",City,Non-Hispanic White,2005-09,26631.00000,13123.00000,0.49277,2351.00000,0.08828
33340,"Milwaukee-Waukesha-West Allis, WI",City,Non-Hispanic White,2010-14,28262.00000,17756.00000,0.62826,5513.00000,0.19507
33340,"Milwaukee-Waukesha-West Allis, WI",Metro,All,2000,151094.00000,87584.00000,0.57967,30881.00000,0.20438
33340,"Milwaukee-Waukesha-West Allis, WI",Metro,All,2005-09,186079.00000,108374.00000,0.58241,43610.00000,0.23436
33340,"Milwaukee-Waukesha-West Allis, WI",Metro,All,2010-14,232208.00000,150566.00000,0.64841,69978.00000,0.30136
33340,"Milwaukee-Waukesha-West Allis, WI",Metro,Black,2000,72411.00000,57548.00000,0.79474,27214.00000,0.37583
33340,"Milwaukee-Waukesha-West Allis, WI",Metro,Black,2005-09,81547.00000,67291.00000,0.82518,32398.00000,0.39729
33340,"Milwaukee-Waukesha-West Allis, WI",Metro,Black,2010-14,96804.00000,85906.00000,0.88742,42421.00000,0.43822
33340,"Milwaukee-Waukesha-West Allis, WI",Metro,Hispanic,2000,22072.00000,16735.00000,0.75820,1013.00000,0.04590
33340,"Milwaukee-Waukesha-West Allis, WI",Metro,Hispanic,2005-09,29271.00000,21528.00000,0.73547,6526.00000,0.22295
33340,"Milwaukee-Waukesha-West Allis, WI",Metro,Hispanic,2010-14,43356.00000,32362.00000,0.74642,17928.00000,0.41351
33340,"Milwaukee-Waukesha-West Allis, WI",Metro,Non-Hispanic White,2000,47937.00000,8723.00000,0.18197,1050.00000,0.02190
33340,"Milwaukee-Waukesha-West Allis, WI",Metro,Non-Hispanic White,2005-09,65546.00000,14222.00000,0.21698,2505.00000,0.03822
33340,"Milwaukee-Waukesha-West Allis, WI",Metro,Non-Hispanic White,2010-14,76668.00000,22719.00000,0.29633,5513.00000,0.07191
33340,"Milwaukee-Waukesha-West Allis, WI",Suburb,All,2000,31715.00000,365.00000,0.01151,0.00000,0.00000
33340,"Milwaukee-Waukesha-West Allis, WI",Suburb,All,2005-09,50012.00000,2237.00000,0.04473,251.00000,0.00502
33340,"Milwaukee-Waukesha-West Allis, WI",Suburb,All,2010-14,66285.00000,8925.00000,0.13465,0.00000,0.00000
33340,"Milwaukee-Waukesha-West Allis, WI",Suburb,Black,2000,1221.00000,40.00000,0.03276,0.00000,0.00000
33340,"Milwaukee-Waukesha-West Allis, WI",Suburb,Black,2005-09,3124.00000,158.00000,0.05058,72.00000,0.02305
33340,"Milwaukee-Waukesha-West Allis, WI",Suburb,Black,2010-14,4685.00000,1070.00000,0.22839,0.00000,0.00000
33340,"Milwaukee-Waukesha-West Allis, WI",Suburb,Hispanic,2000,2408.00000,91.00000,0.03779,0.00000,0.00000
33340,"Milwaukee-Waukesha-West Allis, WI",Suburb,Hispanic,2005-09,4864.00000,807.00000,0.16591,25.00000,0.00514
33340,"Milwaukee-Waukesha-West Allis, WI",Suburb,Hispanic,2010-14,8529.00000,2184.00000,0.25607,0.00000,0.00000
33340,"Milwaukee-Waukesha-West Allis, WI",Suburb,Non-Hispanic White,2000,26102.00000,234.00000,0.00896,0.00000,0.00000
33340,"Milwaukee-Waukesha-West Allis, WI",Suburb,Non-Hispanic White,2005-09,38915.00000,1099.00000,0.02824,154.00000,0.00396
33340,"Milwaukee-Waukesha-West Allis, WI",Suburb,Non-Hispanic White,2010-14,48406.00000,4963.00000,0.10253,0.00000,0.00000
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",City,All,2000,100857.00000,57624.00000,0.57134,12239.00000,0.12135
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",City,All,2005-09,121666.00000,89554.00000,0.73606,24997.00000,0.20546
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",City,All,2010-14,142095.00000,106867.00000,0.75208,39110.00000,0.27524
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",City,Black,2000,29958.00000,21107.00000,0.70455,4668.00000,0.15582
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",City,Black,2005-09,40102.00000,34396.00000,0.85771,10384.00000,0.25894
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",City,Black,2010-14,50722.00000,41884.00000,0.82576,17870.00000,0.35231
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",City,Hispanic,2000,11234.00000,6111.00000,0.54397,863.00000,0.07682
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",City,Hispanic,2005-09,17451.00000,14768.00000,0.84626,3414.00000,0.19563
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",City,Hispanic,2010-14,17834.00000,14296.00000,0.80161,4565.00000,0.25597
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",City,Non-Hispanic White,2000,31749.00000,11072.00000,0.34874,1785.00000,0.05622
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",City,Non-Hispanic White,2005-09,39043.00000,19967.00000,0.51141,3470.00000,0.08888
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",City,Non-Hispanic White,2010-14,42216.00000,24544.00000,0.58139,6892.00000,0.16326
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,All,2000,195499.00000,58043.00000,0.29690,12241.00000,0.06261
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,All,2005-09,273397.00000,97886.00000,0.35804,24997.00000,0.09143
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,All,2010-14,347683.00000,133048.00000,0.38267,39110.00000,0.11249
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,Black,2000,38560.00000,21143.00000,0.54831,4669.00000,0.12108
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,Black,2005-09,62326.00000,36641.00000,0.58789,10384.00000,0.16661
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,Black,2010-14,85766.00000,49769.00000,0.58029,17870.00000,0.20836
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,Hispanic,2000,17575.00000,6179.00000,0.35158,863.00000,0.04910
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,Hispanic,2005-09,31392.00000,15805.00000,0.50347,3414.00000,0.10875
