cbsa,metro,geotype,group,_20plus_share_00to0509,_20plus_share_00to0509_sig,_20plus_share_0509to1014,_20plus_share_0509to1014_sig,_20plus_share_00to1014,_20plus_share_00to1014_sig,_40plus_share_00to0509,_40plus_share_00to0509_sig,_40plus_share_0509to1014,_40plus_share_0509to1014_sig,_40plus_share_00to1014,_40plus_share_00to1014_sig
36540,"Omaha-Council Bluffs, NE-IA",Suburb,All,0.10620,Increase,0.02127,No Change,0.12747,Increase,0.02355,Increase,-0.00987,No Change,0.01368,Increase
36540,"Omaha-Council Bluffs, NE-IA",Suburb,Black,-0.00128,No Change,-0.08809,No Change,-0.08937,Decrease,0.00000,No Change,0.03441,No Change,0.03441,No Change
36540,"Omaha-Council Bluffs, NE-IA",Suburb,Hispanic,0.07551,No Change,0.10569,No Change,0.18121,Increase,0.00153,No Change,0.04035,Increase,0.04187,Increase
36540,"Omaha-Council Bluffs, NE-IA",Suburb,Non-Hispanic White,0.12158,Increase,0.00123,No Change,0.12281,Increase,0.02751,Increase,-0.01947,Decrease,0.00803,Increase
36740,"Orlando-Kissimmee-Sanford, FL",City,All,0.13780,Increase,-0.00809,No Change,0.12971,Increase,0.02908,No Change,-0.09077,Decrease,-0.06169,Decrease
36740,"Orlando-Kissimmee-Sanford, FL",City,Black,0.10411,No Change,-0.00547,No Change,0.09864,No Change,-0.04198,No Change,-0.10704,Decrease,-0.14902,Decrease
36740,"Orlando-Kissimmee-Sanford, FL",City,Hispanic,0.13296,No Change,0.13578,No Change,0.26874,Increase,0.02671,No Change,0.02027,No Change,0.04698,Increase
36740,"Orlando-Kissimmee-Sanford, FL",City,Non-Hispanic White,0.17981,No Change,-0.04224,No Change,0.13757,Increase,0.14366,No Change,-0.12506,No Change,0.01860,Increase
36740,"Orlando-Kissimmee-Sanford, FL",Metro,All,0.04565,Increase,0.19232,Increase,0.23797,Increase,0.00601,No Change,-0.00500,No Change,0.00100,No Change
36740,"Orlando-Kissimmee-Sanford, FL",Metro,Black,-0.01090,No Change,0.17438,Increase,0.16348,Increase,0.00922,No Change,-0.03412,Decrease,-0.02490,Decrease
36740,"Orlando-Kissimmee-Sanford, FL",Metro,Hispanic,0.05671,Increase,0.29857,Increase,0.35528,Increase,0.00242,No Change,0.01487,Increase,0.01729,Increase
36740,"Orlando-Kissimmee-Sanford, FL",Metro,Non-Hispanic White,0.10494,Increase,0.09210,Increase,0.19704,Increase,0.01566,Increase,-0.00361,No Change,0.01205,Increase
36740,"Orlando-Kissimmee-Sanford, FL",Suburb,All,0.04307,Increase,0.22459,Increase,0.26766,Increase,0.01022,Increase,0.00890,Increase,0.01912,Increase
36740,"Orlando-Kissimmee-Sanford, FL",Suburb,Black,-0.04648,No Change,0.25408,Increase,0.20760,Increase,0.03794,Increase,0.00287,No Change,0.04082,Increase
36740,"Orlando-Kissimmee-Sanford, FL",Suburb,Hispanic,0.05838,Increase,0.31625,Increase,0.37463,Increase,0.00156,No Change,0.01288,Increase,0.01444,Increase
36740,"Orlando-Kissimmee-Sanford, FL",Suburb,Non-Hispanic White,0.09952,Increase,0.10469,Increase,0.20420,Increase,0.00409,Increase,0.00739,Increase,0.01148,Increase
37100,"Oxnard-Thousand Oaks-Ventura, CA",City,All,-0.01695,No Change,0.01500,No Change,-0.00196,No Change,0.03257,Increase,-0.03257,Decrease,0.00000,#DIV/0!
37100,"Oxnard-Thousand Oaks-Ventura, CA",City,Black,-0.30127,Decrease,0.16510,No Change,-0.13617,No Change,0.04766,No Change,-0.04766,No Change,0.00000,#DIV/0!
37100,"Oxnard-Thousand Oaks-Ventura, CA",City,Hispanic,-0.02380,No Change,0.02457,No Change,0.00077,No Change,0.04377,Increase,-0.04377,Decrease,0.00000,#DIV/0!
37100,"Oxnard-Thousand Oaks-Ventura, CA",City,Non-Hispanic White,0.02817,No Change,-0.05568,No Change,-0.02751,No Change,0.00000,No Change,0.00000,No Change,0.00000,#DIV/0!
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metro,All,0.03093,No Change,0.07369,Increase,0.10462,Increase,0.02001,Increase,-0.02001,Decrease,0.00000,#DIV/0!
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metro,Black,-0.11928,No Change,0.12287,No Change,0.00360,No Change,0.04472,No Change,-0.04472,No Change,0.00000,#DIV/0!
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metro,Hispanic,0.02514,No Change,0.10495,Increase,0.13009,Increase,0.02906,Increase,-0.02906,Decrease,0.00000,#DIV/0!
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metro,Non-Hispanic White,0.03581,Increase,-0.01373,No Change,0.02208,Increase,0.00000,No Change,0.00000,No Change,0.00000,#DIV/0!
37100,"Oxnard-Thousand Oaks-Ventura, CA",Suburb,All,0.05175,Increase,0.17611,Increase,0.22785,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
37100,"Oxnard-Thousand Oaks-Ventura, CA",Suburb,Black,0.00000,No Change,0.14777,No Change,0.14777,No Change,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
37100,"Oxnard-Thousand Oaks-Ventura, CA",Suburb,Hispanic,0.07019,Increase,0.24803,Increase,0.31823,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
37100,"Oxnard-Thousand Oaks-Ventura, CA",Suburb,Non-Hispanic White,0.01266,No Change,0.04012,Increase,0.05279,Increase,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
37340,"Palm Bay-Melbourne-Titusville, FL",City,All,-0.27615,#DIV/0!,0.34819,Increase,0.07204,No Change,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
37340,"Palm Bay-Melbourne-Titusville, FL",City,Black,-0.23489,#DIV/0!,0.22917,Increase,-0.00573,No Change,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
37340,"Palm Bay-Melbourne-Titusville, FL",City,Hispanic,-0.25567,#DIV/0!,0.40075,Increase,0.14508,No Change,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
37340,"Palm Bay-Melbourne-Titusville, FL",City,Non-Hispanic White,-0.27463,#DIV/0!,0.38365,Increase,0.10902,No Change,0.00000,#DIV/0!,0.00000,#DIV/0!,0.00000,#DIV/0!
37340,"Palm Bay-Melbourne-Titusville, FL",Metro,All,-0.07957,Decrease,0.22848,Increase,0.14891,Increase,0.07708,Increase,-0.04119,Decrease,0.03589,Increase
37340,"Palm Bay-Melbourne-Titusville, FL",Metro,Black,-0.10985,No Change,0.15153,No Change,0.04168,No Change,0.19813,Increase,-0.11992,Decrease,0.07821,Increase
37340,"Palm Bay-Melbourne-Titusville, FL",Metro,Hispanic,-0.04859,No Change,0.26375,Increase,0.21516,Increase,0.10693,Increase,-0.04681,No Change,0.06012,Increase
37340,"Palm Bay-Melbourne-Titusville, FL",Metro,Non-Hispanic White,-0.05551,Decrease,0.24888,Increase,0.19337,Increase,0.04125,Increase,-0.01982,No Change,0.02143,Increase
37340,"Palm Bay-Melbourne-Titusville, FL",Suburb,All,-0.02754,No Change,0.19931,Increase,0.17177,Increase,0.09944,Increase,-0.04910,Decrease,0.05034,Increase
37340,"Palm Bay-Melbourne-Titusville, FL",Suburb,Black,-0.01080,No Change,0.15009,No Change,0.13929,No Change,0.28970,Increase,-0.14760,No Change,0.14210,Increase
37340,"Palm Bay-Melbourne-Titusville, FL",Suburb,Hispanic,0.02692,No Change,0.22683,Increase,0.25375,Increase,0.14324,Increase,-0.04869,No Change,0.09456,Increase
37340,"Palm Bay-Melbourne-Titusville, FL",Suburb,Non-Hispanic White,-0.00761,No Change,0.21730,Increase,0.20968,Increase,0.05094,Increase,-0.02394,No Change,0.02700,Increase
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",City,All,0.01727,No Change,0.04695,Increase,0.06422,Increase,0.04338,Increase,0.02233,Increase,0.06571,Increase
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",City,Black,0.00100,No Change,0.01689,No Change,0.01788,No Change,0.06684,Increase,0.02243,No Change,0.08928,Increase
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",City,Hispanic,0.01026,No Change,0.02781,No Change,0.03807,No Change,-0.07574,Decrease,0.01522,No Change,-0.06052,Decrease
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",City,Non-Hispanic White,0.00328,No Change,0.13558,Increase,0.13886,Increase,0.04282,Increase,0.01020,No Change,0.05302,Increase
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,All,0.01636,Increase,0.02715,Increase,0.04352,Increase,0.03748,Increase,-0.00535,No Change,0.03213,Increase
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,Black,-0.00739,No Change,0.02763,No Change,0.02024,No Change,0.06937,Increase,-0.00730,No Change,0.06207,Increase
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,Hispanic,-0.01826,No Change,0.01688,No Change,-0.00138,No Change,-0.05078,Decrease,-0.01917,No Change,-0.06994,Decrease
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,Non-Hispanic White,0.02161,Increase,0.03140,Increase,0.05301,Increase,0.01852,Increase,-0.00354,No Change,0.01498,Increase
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Suburb,All,0.04018,Increase,0.02664,Increase,0.06682,Increase,0.04046,Increase,-0.02599,Decrease,0.01448,Increase
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Suburb,Black,0.00619,No Change,0.06623,Increase,0.07242,Increase,0.08649,Increase,-0.05962,Decrease,0.02687,Increase
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Suburb,Hispanic,-0.03439,No Change,0.03373,No Change,-0.00066,No Change,0.01318,No Change,-0.04023,No Change,-0.02705,Decrease
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Suburb,Non-Hispanic White,0.04302,Increase,0.00039,No Change,0.04341,Increase,0.00910,Increase,-0.00545,Decrease,0.00365,Increase
38060,"Phoenix-Mesa-Scottsdale, AZ",City,All,0.04073,Increase,0.14664,Increase,0.18737,Increase,0.03051,Increase,0.20294,Increase,0.23345,Increase
38060,"Phoenix-Mesa-Scottsdale, AZ",City,Black,-0.03823,No Change,0.16152,Increase,0.12328,Increase,-0.03142,No Change,0.20086,Increase,0.16944,Increase
38060,"Phoenix-Mesa-Scottsdale, AZ",City,Hispanic,0.01661,No Change,0.14272,Increase,0.15933,Increase,0.03573,Increase,0.26401,Increase,0.29974,Increase
38060,"Phoenix-Mesa-Scottsdale, AZ",City,Non-Hispanic White,0.05807,Increase,0.15532,Increase,0.21339,Increase,0.01969,Increase,0.08802,Increase,0.10771,Increase
38060,"Phoenix-Mesa-Scottsdale, AZ",Metro,All,0.02651,Increase,0.11611,Increase,0.14262,Increase,0.01439,Increase,0.15587,Increase,0.17025,Increase
38060,"Phoenix-Mesa-Scottsdale, AZ",Metro,Black,-0.08150,No Change,0.13078,Increase,0.04928,No Change,-0.03860,Decrease,0.18287,Increase,0.14428,Increase
38060,"Phoenix-Mesa-Scottsdale, AZ",Metro,Hispanic,0.01690,No Change,0.12042,Increase,0.13732,Increase,0.03299,Increase,0.21991,Increase,0.25291,Increase
38060,"Phoenix-Mesa-Scottsdale, AZ",Metro,Non-Hispanic White,0.05529,Increase,0.12027,Increase,0.17557,Increase,0.01234,Increase,0.05823,Increase,0.07057,Increase
38060,"Phoenix-Mesa-Scottsdale, AZ",Suburb,All,0.01751,No Change,0.09144,Increase,0.10896,Increase,-0.00937,Decrease,0.09573,Increase,0.08636,Increase
38060,"Phoenix-Mesa-Scottsdale, AZ",Suburb,Black,-0.08871,No Change,0.05708,No Change,-0.03163,No Change,0.00363,No Change,0.14078,Increase,0.14441,Increase
38060,"Phoenix-Mesa-Scottsdale, AZ",Suburb,Hispanic,0.02976,No Change,0.10180,Increase,0.13156,Increase,0.03324,Increase,0.14690,Increase,0.18014,Increase
38060,"Phoenix-Mesa-Scottsdale, AZ",Suburb,Non-Hispanic White,0.06121,Increase,0.09041,Increase,0.15162,Increase,0.00350,No Change,0.02945,Increase,0.03295,Increase
38300,"Pittsburgh, PA",City,All,0.04644,No Change,-0.00874,No Change,0.03770,No Change,0.03919,Increase,0.01230,No Change,0.05149,Increase
38300,"Pittsburgh, PA",City,Black,-0.00326,No Change,-0.00687,No Change,-0.01012,No Change,0.09803,Increase,-0.03050,No Change,0.06752,Increase
38300,"Pittsburgh, PA",City,Hispanic,0.14920,No Change,-0.21747,No Change,-0.06827,No Change,0.01582,No Change,0.03282,No Change,0.04864,No Change
38300,"Pittsburgh, PA",City,Non-Hispanic White,0.12348,Increase,0.00717,No Change,0.13065,Increase,-0.00433,No Change,0.06485,Increase,0.06052,Increase
38300,"Pittsburgh, PA",Metro,All,0.10008,Increase,0.00473,No Change,0.10481,Increase,0.00579,No Change,0.01796,Increase,0.02375,Increase
38300,"Pittsburgh, PA",Metro,Black,-0.00170,No Change,0.01808,No Change,0.01638,No Change,0.00631,No Change,0.01124,No Change,0.01755,No Change
38300,"Pittsburgh, PA",Metro,Hispanic,0.17853,No Change,-0.08986,No Change,0.08867,No Change,0.00913,No Change,0.03655,No Change,0.04568,Increase
38300,"Pittsburgh, PA",Metro,Non-Hispanic White,0.12406,Increase,-0.00309,No Change,0.12097,Increase,0.00515,Increase,0.01637,Increase,0.02152,Increase
38300,"Pittsburgh, PA",Suburb,All,0.12210,Increase,0.00865,No Change,0.13075,Increase,-0.00137,No Change,0.01961,Increase,0.01824,Increase
38300,"Pittsburgh, PA",Suburb,Black,0.02527,No Change,0.04838,No Change,0.07365,Increase,-0.06189,Decrease,0.05483,Increase,-0.00706,No Change
38300,"Pittsburgh, PA",Suburb,Hispanic,0.20180,No Change,-0.02898,No Change,0.17282,Increase,0.00896,No Change,0.04097,No Change,0.04994,Increase
38300,"Pittsburgh, PA",Suburb,Non-Hispanic White,0.12420,Increase,-0.00285,No Change,0.12134,Increase,0.00668,Increase,0.00903,Increase,0.01572,Increase
38900,"Portland-Vancouver-Hillsboro, OR-WA",City,All,0.22554,Increase,0.09547,Increase,0.32100,Increase,-0.02288,Decrease,0.05041,Increase,0.02754,Increase
38900,"Portland-Vancouver-Hillsboro, OR-WA",City,Black,0.19215,Increase,0.05524,No Change,0.24740,Increase,-0.01450,Decrease,0.08251,Increase,0.06802,Increase
38900,"Portland-Vancouver-Hillsboro, OR-WA",City,Hispanic,0.33676,Increase,0.09171,No Change,0.42847,Increase,-0.01356,Decrease,0.10660,Increase,0.09304,Increase
38900,"Portland-Vancouver-Hillsboro, OR-WA",City,Non-Hispanic White,0.19830,Increase,0.07537,Increase,0.27367,Increase,-0.02552,Decrease,0.02013,Increase,-0.00539,No Change
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metro,All,0.14778,Increase,0.12067,Increase,0.26845,Increase,-0.00630,Decrease,0.03590,Increase,0.02959,Increase
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metro,Black,0.12514,Increase,0.12296,No Change,0.24810,Increase,-0.01297,Decrease,0.08121,Increase,0.06823,Increase
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metro,Hispanic,0.21123,Increase,0.15031,Increase,0.36154,Increase,0.00506,No Change,0.07215,Increase,0.07720,Increase
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metro,Non-Hispanic White,0.12276,Increase,0.09417,Increase,0.21693,Increase,-0.00756,Decrease,0.01471,Increase,0.00715,Increase
38900,"Portland-Vancouver-Hillsboro, OR-WA",Suburb,All,0.09998,Increase,0.14485,Increase,0.24483,Increase,0.00885,Increase,0.02529,Increase,0.03414,Increase
38900,"Portland-Vancouver-Hillsboro, OR-WA",Suburb,Black,0.04068,No Change,0.31925,Increase,0.35994,Increase,0.00000,No Change,0.07705,Increase,0.07705,Increase
38900,"Portland-Vancouver-Hillsboro, OR-WA",Suburb,Hispanic,0.15549,Increase,0.17780,Increase,0.33329,Increase,0.01435,No Change,0.05575,Increase,0.07010,Increase
38900,"Portland-Vancouver-Hillsboro, OR-WA",Suburb,Non-Hispanic White,0.07747,Increase,0.11562,Increase,0.19309,Increase,0.00827,Increase,0.01124,Increase,0.01950,Increase
39300,"Providence-Warwick, RI-MA",City,All,-0.02726,No Change,0.06612,No Change,0.03886,No Change,-0.09868,Decrease,0.12610,Increase,0.02742,No Change
39300,"Providence-Warwick, RI-MA",City,Black,-0.03080,No Change,0.06619,No Change,0.03539,No Change,-0.08456,No Change,0.11334,No Change,0.02878,No Change
39300,"Providence-Warwick, RI-MA",City,Hispanic,0.00301,No Change,0.03656,No Change,0.03956,No Change,-0.13361,Decrease,0.13199,Increase,-0.00162,No Change
39300,"Providence-Warwick, RI-MA",City,Non-Hispanic White,-0.15210,Decrease,0.14313,No Change,-0.00897,No Change,-0.05256,Decrease,0.09473,Increase,0.04217,No Change
39300,"Providence-Warwick, RI-MA",Metro,All,-0.00100,No Change,0.04626,Increase,0.04527,Increase,-0.00248,No Change,0.04616,Increase,0.04368,Increase
39300,"Providence-Warwick, RI-MA",Metro,Black,-0.09367,No Change,0.09015,No Change,-0.00352,No Change,-0.05723,Decrease,0.08153,Increase,0.02430,No Change
39300,"Providence-Warwick, RI-MA",Metro,Hispanic,-0.05203,No Change,0.05527,No Change,0.00323,No Change,-0.02686,Decrease,0.05832,Increase,0.03146,Increase
39300,"Providence-Warwick, RI-MA",Metro,Non-Hispanic White,0.02069,No Change,0.02541,No Change,0.04610,Increase,0.00967,Increase,0.02788,Increase,0.03755,Increase
39300,"Providence-Warwick, RI-MA",Suburb,All,0.03510,Increase,0.04360,Increase,0.07870,Increase,0.04010,Increase,0.02401,Increase,0.06411,Increase
39300,"Providence-Warwick, RI-MA",Suburb,Black,-0.05367,No Change,0.07637,No Change,0.02269,No Change,0.03514,Increase,0.04100,Increase,0.07614,Increase
39300,"Providence-Warwick, RI-MA",Suburb,Hispanic,-0.07843,No Change,0.09062,No Change,0.01219,No Change,0.10681,Increase,0.00197,No Change,0.10878,Increase
39300,"Providence-Warwick, RI-MA",Suburb,Non-Hispanic White,0.05598,Increase,0.01976,No Change,0.07574,Increase,0.02050,Increase,0.02294,Increase,0.04344,Increase
39340,"Provo-Orem, UT",City,All,-0.09254,No Change,0.00238,No Change,-0.09016,Decrease,0.09728,Increase,0.07466,No Change,0.17194,Increase
39340,"Provo-Orem, UT",City,Black,-0.21824,No Change,-0.12621,No Change,-0.34445,No Change,-0.18841,No Change,0.00000,No Change,-0.18841,Decrease
39340,"Provo-Orem, UT",City,Hispanic,-0.04493,No Change,-0.01384,No Change,-0.05877,No Change,0.08618,No Change,0.18363,Increase,0.26981,Increase
39340,"Provo-Orem, UT",City,Non-Hispanic White,-0.09475,No Change,0.00750,No Change,-0.08725,No Change,0.10281,Increase,0.05976,No Change,0.16256,Increase
39340,"Provo-Orem, UT",Metro,All,-0.00532,No Change,0.08320,Increase,0.07788,Increase,0.02553,Increase,0.01252,No Change,0.03806,Increase
39340,"Provo-Orem, UT",Metro,Black,-0.21447,No Change,0.18402,No Change,-0.03044,No Change,-0.10400,No Change,0.00000,No Change,-0.10400,Decrease
39340,"Provo-Orem, UT",Metro,Hispanic,0.03297,No Change,0.11203,No Change,0.14500,Increase,0.02854,No Change,0.06156,Increase,0.09010,Increase
39340,"Provo-Orem, UT",Metro,Non-Hispanic White,-0.01496,No Change,0.06428,Increase,0.04932,Increase,0.02343,Increase,0.00523,No Change,0.02866,Increase
39340,"Provo-Orem, UT",Suburb,All,0.10675,Increase,0.13429,Increase,0.24105,Increase,0.00700,Increase,-0.00700,Decrease,0.00000,#DIV/0!
39340,"Provo-Orem, UT",Suburb,Black,0.19388,No Change,0.20496,No Change,0.39883,No Change,0.00000,No Change,0.00000,No Change,0.00000,#DIV/0!
39340,"Provo-Orem, UT",Suburb,Hispanic,0.12751,No Change,0.19086,Increase,0.31837,Increase,0.00000,No Change,0.00000,No Change,0.00000,#DIV/0!
39340,"Provo-Orem, UT",Suburb,Non-Hispanic White,0.10440,Increase,0.10220,Increase,0.20661,Increase,0.00891,No Change,-0.00891,No Change,0.00000,#DIV/0!
39580,"Raleigh, NC",City,All,0.11036,Increase,0.09685,Increase,0.20721,Increase,0.08766,Increase,-0.02939,No Change,0.05828,Increase
39580,"Raleigh, NC",City,Black,0.04750,No Change,0.09502,No Change,0.14252,Increase,0.07037,Increase,-0.07228,Decrease,-0.00191,No Change
39580,"Raleigh, NC",City,Hispanic,0.25418,Increase,0.06027,No Change,0.31445,Increase,0.03109,No Change,0.00871,No Change,0.03979,Increase
39580,"Raleigh, NC",City,Non-Hispanic White,0.08238,No Change,0.13403,Increase,0.21642,Increase,0.11347,Increase,0.03093,No Change,0.14440,Increase
39580,"Raleigh, NC",Metro,All,0.14042,Increase,0.12335,Increase,0.26377,Increase,0.04030,Increase,-0.00700,No Change,0.03330,Increase
39580,"Raleigh, NC",Metro,Black,0.09762,Increase,0.13870,Increase,0.23632,Increase,0.04185,Increase,-0.03317,Decrease,0.00868,No Change
39580,"Raleigh, NC",Metro,Hispanic,0.17212,Increase,0.19334,Increase,0.36547,Increase,0.01295,No Change,0.02429,Increase,0.03724,Increase
39580,"Raleigh, NC",Metro,Non-Hispanic White,0.14924,Increase,0.08121,Increase,0.23045,Increase,0.04359,Increase,0.01392,No Change,0.05751,Increase
39580,"Raleigh, NC",Suburb,All,0.14383,Increase,0.15847,Increase,0.30229,Increase,0.00000,#DIV/0!,0.01715,Increase,0.01715,Increase
39580,"Raleigh, NC",Suburb,Black,0.11104,Increase,0.19996,Increase,0.31100,Increase,0.00000,#DIV/0!,0.01560,Increase,0.01560,Increase
39580,"Raleigh, NC",Suburb,Hispanic,0.11295,Increase,0.28146,Increase,0.39441,Increase,0.00000,#DIV/0!,0.03532,Increase,0.03532,Increase
39580,"Raleigh, NC",Suburb,Non-Hispanic White,0.17413,Increase,0.06413,Increase,0.23826,Increase,0.00000,#DIV/0!,0.01048,Increase,0.01048,Increase
40060,"Richmond, VA",City,All,-0.04162,No Change,0.08185,No Change,0.04022,No Change,0.01964,No Change,0.09925,Increase,0.11889,Increase
40060,"Richmond, VA",City,Black,-0.07980,No Change,0.09696,No Change,0.01716,No Change,0.08436,Increase,0.04026,No Change,0.12462,Increase
40060,"Richmond, VA",City,Hispanic,0.09901,No Change,-0.04078,No Change,0.05822,No Change,0.01687,No Change,0.41799,Increase,0.43487,Increase
40060,"Richmond, VA",City,Non-Hispanic White,0.09809,Increase,0.08304,No Change,0.18113,Increase,-0.11419,Decrease,0.15065,Increase,0.03646,No Change
40060,"Richmond, VA",Metro,All,-0.02381,No Change,0.05774,Increase,0.03392,Increase,0.01817,Increase,0.02648,Increase,0.04465,Increase
40060,"Richmond, VA",Metro,Black,-0.04719,Decrease,0.04419,No Change,-0.00300,No Change,0.05941,Increase,0.01348,No Change,0.07289,Increase
